person,personLabel,sitelinks
http://www.wikidata.org/entity/Q25949,Oscar Fantenberg,12
http://www.wikidata.org/entity/Q93731,Daniel Gustavsson,12
http://www.wikidata.org/entity/Q262082,Emelie Wikström,12
http://www.wikidata.org/entity/Q382531,Anton Forsberg,12
http://www.wikidata.org/entity/Q607836,Joseph Baffo,12
http://www.wikidata.org/entity/Q645306,Ivo Pękalski,12
http://www.wikidata.org/entity/Q1886806,Oscar Klefbom,12
http://www.wikidata.org/entity/Q522615,Magnus Nygren,12
http://www.wikidata.org/entity/Q1358050,Viktor Blom,12
http://www.wikidata.org/entity/Q2009941,Niklas Mattsson,12
http://www.wikidata.org/entity/Q3388873,Amanda Fondell,12
http://www.wikidata.org/entity/Q3398674,Henrik Tömmernes,12
http://www.wikidata.org/entity/Q4409097,Isabella Löwengrip,12
http://www.wikidata.org/entity/Q3077346,Jesper Fast,12
http://www.wikidata.org/entity/Q3271292,Anton Abele,12
http://www.wikidata.org/entity/Q4755477,Andreas Johnson,12
http://www.wikidata.org/entity/Q4988816,Happy Jankell,12
http://www.wikidata.org/entity/Q5109536,Christian Djoos,12
http://www.wikidata.org/entity/Q5574644,Nahir Besara,12
http://www.wikidata.org/entity/Q7345756,Robert Hägg,12
http://www.wikidata.org/entity/Q14400493,Mikael Wikstrand,12
http://www.wikidata.org/entity/Q16210664,Malin Diaz,12
http://www.wikidata.org/entity/Q16556167,Gustav Malja,12
http://www.wikidata.org/entity/Q16229492,Oskar Lindblom,12
http://www.wikidata.org/entity/Q15711230,Sven Thorgren,12
http://www.wikidata.org/entity/Q17611142,Carl Johansson,12
http://www.wikidata.org/entity/Q17356810,Piotr Johansson,12
http://www.wikidata.org/entity/Q18245780,Stefan Silva,12
http://www.wikidata.org/entity/Q16011827,Christian Folin,12
http://www.wikidata.org/entity/Q19521126,Sabina Ddumba,12
http://www.wikidata.org/entity/Q20740667,Franz Brorsson,12
http://www.wikidata.org/entity/Q19819192,Tesfaldet Tekie,12
http://www.wikidata.org/entity/Q20672037,Olof Kajbjer,12
http://www.wikidata.org/entity/Q19956208,Egzon Binaku,12
http://www.wikidata.org/entity/Q18785942,Emma Nilsson,12
http://www.wikidata.org/entity/Q23916417,Sophie Hansson,12
http://www.wikidata.org/entity/Q23916874,Amor Layouni,12
http://www.wikidata.org/entity/Q20972913,Sofie Skoog,12
http://www.wikidata.org/entity/Q23918904,Besard Sabovic,12
http://www.wikidata.org/entity/Q24150950,Emelie Lundberg,12
http://www.wikidata.org/entity/Q26250961,Chris Czerapowicz,12
http://www.wikidata.org/entity/Q26258299,Sandro Cavazza,12
http://www.wikidata.org/entity/Q28114508,Viktor Thorn,12
http://www.wikidata.org/entity/Q26207472,Tim Erlandsson,12
http://www.wikidata.org/entity/Q26236498,Erik Persson,12
http://www.wikidata.org/entity/Q30612091,Jonathan Levi,12
http://www.wikidata.org/entity/Q29791495,Francisca Aronsson,12
http://www.wikidata.org/entity/Q30064194,August Erlingmark,12
http://www.wikidata.org/entity/Q52816724,Bilal Hussein,12
http://www.wikidata.org/entity/Q56451491,Almida de Val,12
http://www.wikidata.org/entity/Q56525482,Carl Bengtström,12
http://www.wikidata.org/entity/Q56641635,Johanna Heldin,12
http://www.wikidata.org/entity/Q55743668,Gustav Ludwigson,12
http://www.wikidata.org/entity/Q43177791,Rasmus Sandin,12
http://www.wikidata.org/entity/Q62018946,Maja Åskag,12
http://www.wikidata.org/entity/Q61640796,Malou Prytz,12
