word,category,popularity,sitelinks,score,is_seed,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
volvo,company,72.000000,72.000000,0.000000,true,0.217071,-0.189463,-1.307089,-0.009358,-0.133276,-0.137237,0.201108,0.123732,-0.391962,0.215642,-0.850008,0.152386,-0.461221,0.275609,-0.090329,-0.440173,-0.401876,-0.154994,-0.160970,-0.821959,-0.176015,0.216491,0.361763,-0.077504,0.095840,0.178321,0.585801,0.295187,-0.482466,0.225320,-0.153427,0.251266,-0.607609,0.519745,0.054837,0.442192,0.231945,-0.459457,0.219710,-0.410620,-0.004277,0.167491,0.370212,0.145228,0.234414,-0.369704,-0.102522,-0.007934,-0.415690,0.052304,-0.063071,-0.167933,0.068616,-0.122355,-0.161700,-0.362519,0.476444,-0.053438,-0.250450,0.104017,0.352427,0.249451,-0.310736,-0.123342,0.041091,-0.108706,-0.199976,0.127133,0.205298,-0.100501,0.240235,0.127209,-0.128959,-0.126542,0.411614,-0.191300,-0.190056,0.104939,-0.416328,-0.370668,0.261545,-0.549906,0.216784,0.599072,0.111627,-0.356192,-0.588213,0.036790,-0.028929,0.190905,0.257401,0.190009,-0.623118,0.159983,-0.207256,0.602841,-0.083029,0.137943,0.206519,-0.195937
hennes & mauritz,company,70.000000,70.000000,0.000000,true,-0.150408,0.502406,0.444465,0.135539,0.841677,0.513509,0.007645,0.104762,-0.526538,0.141416,-0.108440,0.260058,-0.097970,-0.512040,-0.179528,-0.131449,0.092538,0.291693,-0.157807,-0.032413,-0.113269,-0.063700,0.138852,0.266011,0.421254,-0.155869,-0.063659,-0.059647,-0.096783,-0.064257,-0.063458,0.128173,-0.260120,-0.237374,0.107661,-0.271690,0.077990,0.002430,0.167887,0.092114,0.042242,0.050247,-0.178540,0.209424,0.024057,0.217343,-0.305453,-0.137269,-0.122180,-0.191714,0.095587,-0.125695,-0.004542,-0.265474,-0.109633,-0.058348,0.051492,0.168508,-0.302576,-0.126373,0.091936,0.088814,0.045285,0.079286,0.041584,-0.244830,0.258448,0.327825,0.260038,0.118886,0.100854,0.006373,0.199713,0.131499,-0.134502,-0.008980,0.004814,0.148317,0.260925,-0.171222,-0.123911,-0.160155,0.148638,0.099281,0.031903,0.208310,0.140008,-0.002980,0.084705,-0.113279,0.051706,-0.387599,0.181614,0.180984,0.095496,0.203646,0.029562,-0.240594,-0.052538,-0.158777
oredssons,company,6.934545,6.934545,0.000000,false,0.319908,0.831692,0.341936,0.155476,1.171343,0.463251,-0.424353,-0.451637,-0.776101,-0.090345,-0.245169,-0.346585,0.415744,-0.458471,0.305519,-0.538598,0.137336,0.896202,-0.840536,-0.061443,-0.205969,-0.404930,0.004482,1.203445,0.505180,-0.552138,0.100696,-0.631127,-0.522038,0.360783,-0.458971,0.374422,0.149484,-0.209354,0.505986,-0.072247,0.235062,0.083819,0.806237,0.473017,-0.245797,0.065873,0.117127,-0.112953,0.403389,0.408489,-0.113563,0.233025,-0.390741,-0.283851,-0.195085,-0.108665,-0.198602,-0.009176,-0.173849,0.092174,0.395776,0.064032,-0.114712,0.279745,-0.401963,-0.133626,-0.055038,0.041893,0.228620,-0.385253,0.049533,0.038439,-0.115433,0.145566,-0.117330,-0.149087,0.422329,-0.131450,-0.199622,0.041095,-0.097410,0.258755,0.218345,-0.157073,0.253207,0.508817,-0.488474,0.006673,-0.125828,0.090364,-0.073810,0.302864,0.205913,-0.362838,0.108833,-0.132343,-0.117540,0.117436,0.540122,0.532302,-0.171692,0.257355,-0.275814,-0.063429
lindbergs,company,6.231920,6.231920,0.000000,false,-0.488921,0.557537,0.326214,0.231914,0.592278,0.584795,-0.890697,0.762954,-1.088819,0.329529,0.063299,-0.469776,-0.149749,-0.068281,0.244949,-0.158993,0.258958,0.109194,-0.267734,0.284645,-0.282119,0.067630,0.119185,0.747226,0.251297,-0.355362,-0.115256,-0.517408,-0.565554,0.298981,0.057329,0.017636,-0.195824,0.071863,0.140121,-0.042981,0.386531,0.307527,0.223461,0.277522,-0.199919,0.152422,0.145379,-0.068144,-0.027782,0.397244,0.436103,0.251043,-0.703726,-0.094178,0.067207,-0.251783,-0.087056,-0.528839,-0.319327,-0.206185,0.387863,-0.028095,-0.539976,0.103844,0.179074,0.431830,-0.131411,-0.269484,0.399015,-0.597393,0.223003,-0.048556,0.023849,-0.398566,-0.553403,0.287775,-0.026133,-0.106014,-0.377587,0.123574,0.178735,0.005819,-0.245959,-0.246689,0.046531,-0.124560,-0.307271,0.068320,-0.030820,0.132007,0.130945,0.092664,0.186036,-0.055691,-0.030614,-0.186418,-0.274389,-0.071767,0.037738,0.581569,0.143057,0.206060,-0.073419,-0.048657
christines,company,5.998622,5.998622,0.000000,false,0.019606,-0.111332,0.377292,-0.029567,1.307096,0.566636,-0.294122,0.428197,-0.575260,0.240645,0.306557,-0.527064,-0.384697,-0.786155,-0.563876,-0.269356,-0.325328,0.141718,-0.476459,-0.126930,0.459885,0.177156,0.325291,-0.134272,-0.022612,-0.278345,-0.214402,0.059190,-0.029939,-0.637947,0.130547,-0.182920,-0.113346,0.304059,0.377725,-0.157481,0.236582,-0.230360,0.409021,-0.111022,0.093153,0.233840,0.117023,-0.110350,0.269381,-0.072669,0.042144,0.303990,-0.275922,0.226570,0.011165,-0.095702,0.305309,-0.740302,-0.447805,0.075461,0.375153,0.127348,-0.740791,-0.108415,0.013326,-0.045879,-0.096791,0.174312,-0.570433,-0.017660,-0.401660,0.135776,0.104315,-0.215025,-0.211432,-0.570861,-0.068657,0.533262,-0.082945,-0.017580,0.111862,-0.139604,0.221425,-0.164367,0.024749,-0.133804,0.186243,0.183266,0.217550,0.392589,-0.138141,0.056912,-0.202784,-0.123256,0.401080,0.360863,0.161989,0.332920,-0.358195,-0.318255,0.263955,-0.029558,0.300983,-0.012137
scandinavian airlines,company,64.000000,64.000000,0.000000,true,-0.666461,-0.358958,-1.419904,-0.395972,0.253515,0.512370,-0.235327,-0.237576,0.176650,-0.100971,-0.588522,-0.089893,-0.035909,0.111058,0.315428,0.537293,-0.353066,0.174098,-0.721801,0.089326,-0.106836,0.116531,0.159424,0.257007,0.243109,0.062963,0.345547,0.576213,0.162733,-0.152716,-0.520056,0.536800,0.045091,0.490416,0.073176,-0.041594,-0.030026,0.004187,-0.086739,0.327925,0.654260,-0.256636,0.073597,0.164804,0.127836,-0.189308,-0.311925,-0.227638,-0.433633,-0.097184,0.201993,0.336257,-0.113780,-0.015420,0.108718,-0.206833,0.534132,0.137489,-0.144469,-0.308937,0.212014,-0.147690,-0.301862,0.102100,0.178688,0.104986,-0.100097,0.425348,-0.246997,-0.544135,-0.031448,-0.108220,0.114763,0.188082,-0.170448,0.232748,-0.029990,0.005602,0.332585,0.407427,0.100404,-0.012735,-0.171007,0.123543,0.213837,-0.099644,-0.219195,0.223715,-0.095929,-0.063861,-0.234243,0.557384,-0.296819,0.549995,0.116057,0.181733,-0.376669,-0.153712,0.039645,0.267015
icelandair,company,6.410664,6.410664,0.000000,false,-0.166222,-0.443350,-1.630366,0.169757,0.444129,0.594120,-0.252078,0.131896,0.006214,0.006414,-0.601839,0.117871,-0.057612,0.188090,0.165746,0.499590,-0.749967,0.138445,-0.864786,-0.251170,-0.096033,0.117353,-0.073871,0.105737,0.104160,-1.000883,0.790723,0.419484,0.158628,-0.188185,-0.271469,0.548912,-0.606216,0.690740,-0.012825,-0.274696,-0.306917,0.647229,-0.082962,0.144222,1.127498,0.065276,0.127618,0.062420,-0.294380,0.055600,-0.349473,-0.140741,-0.445258,0.075163,0.791776,0.011698,-0.249510,0.583694,0.004864,0.490690,0.715880,0.013104,-0.159236,-0.069917,-0.457220,0.495089,0.224296,-0.494670,0.189989,0.389485,0.351831,0.210226,-0.055040,-0.175665,0.286893,-0.574061,-0.182978,0.149337,0.326198,-0.340893,-0.331676,0.089599,-0.157263,0.262459,0.040545,0.356780,-0.460426,-0.171630,0.227978,0.208688,0.336240,-0.216276,0.157189,0.232919,-0.595663,0.536816,0.218425,0.219881,0.176363,0.636860,-0.332555,0.009242,-0.173217,0.328868
wizzair,company,5.892027,5.892027,0.000000,false,-0.526317,0.297343,-1.914358,0.354803,0.116612,-0.320634,0.529420,-0.490525,0.713157,0.290791,-0.773963,-0.422486,0.467539,0.406334,0.090013,0.207314,-0.710345,0.292924,-0.638737,-0.278826,0.594120,0.003880,0.196169,0.511986,0.532359,-0.682819,0.530053,1.266096,0.401635,0.009070,-0.382622,0.504013,-0.066953,0.672145,-0.047424,-0.338053,0.182360,0.562856,0.080153,0.385375,0.399303,0.329417,0.249331,0.571100,-0.384670,0.209426,0.023361,-0.189734,-1.042788,-0.540704,0.246514,-0.201045,-0.406702,0.631303,0.379036,0.171967,0.491716,0.621661,-0.219389,-0.065675,-0.696920,-0.466643,-0.173041,-0.851358,-0.000900,0.422887,0.206298,0.186541,-0.342943,-0.559144,0.094747,-0.404401,-0.212625,0.047828,0.110174,0.090011,0.207946,-0.337033,0.177209,0.359061,0.421671,0.145005,-0.362698,-0.023632,-0.116848,0.190126,0.415840,-0.206295,-0.071931,0.051189,-0.196589,0.439462,0.627226,0.164176,0.086647,0.670735,-0.662855,0.446807,-0.156758,0.481550
internationals,company,5.736122,5.736122,0.000000,false,0.129035,-0.028213,-0.774607,-0.818320,0.299696,0.542404,-0.461328,0.256008,0.220027,-0.500421,-0.694777,-0.234176,-0.032665,-0.074183,0.472192,0.959903,-0.153650,0.355585,-0.471418,0.676939,0.071127,0.191120,0.326609,0.350177,0.312091,-0.289339,0.065836,0.153497,0.299820,0.028645,0.070635,0.095840,0.048933,0.084826,-0.015848,-0.593463,-0.036059,-0.214838,0.462307,-0.027733,-0.127253,0.255806,-0.062198,0.150073,-0.049562,0.612684,-0.378275,-0.082927,-0.227772,0.062873,-0.199713,0.256632,0.057849,0.182536,0.230982,0.287488,0.219798,-0.078625,-0.319003,-0.414548,-0.297560,0.136886,0.192309,0.135144,0.059747,0.345618,-0.392574,-0.211299,-0.100926,-0.013786,0.144029,-0.097791,-0.158128,0.317789,0.023841,0.315086,-0.292133,-0.012178,0.033055,-0.120680,-0.027158,0.045412,-0.137018,0.080632,0.141218,0.000094,-0.221629,0.197510,-0.034291,0.183646,0.011687,0.015300,0.000773,0.481249,-0.124864,-0.010791,0.118294,0.043932,0.316345,-0.012598
ericsson,company,60.000000,60.000000,0.000000,true,-1.168760,1.237984,-0.581010,-0.210416,-0.327582,0.375406,-0.166680,0.329610,-0.195688,0.348548,-0.391168,0.434352,-0.409101,0.017832,0.253973,-0.267036,0.079874,-0.034528,-0.003626,-0.004123,-0.007790,0.190123,0.017986,0.032397,-0.136678,0.062542,0.723206,0.131754,-0.355089,0.311589,-0.140338,0.725426,-0.203650,-0.031068,0.166746,0.050176,-0.271424,-0.368326,-0.220511,0.025630,0.325429,-0.065811,0.429123,-0.316086,-0.202757,0.139377,0.119684,-0.140679,-0.053189,0.111780,-0.178613,-0.085282,-0.139004,-0.484013,-0.059070,-0.117410,0.234060,-0.090089,0.035928,-0.172266,0.232174,-0.022162,-0.018732,0.017521,0.576254,0.400541,0.033182,0.267084,-0.016482,-0.107547,-0.057994,0.099683,0.201582,0.151619,-0.461267,0.209599,0.249436,0.140650,-0.316475,-0.099368,0.175694,0.286029,-0.175637,-0.045029,0.004888,-0.780746,0.391014,-0.138089,-0.111577,0.040262,0.268831,0.104285,-0.307032,-0.236827,0.183647,-0.408906,0.118732,0.334720,-0.240673,-0.130228
andreasandersson,company,5.170334,5.170334,0.000000,false,-1.678517,1.327796,-0.208516,-0.142201,-0.442512,-0.260382,-0.333169,-0.024444,-0.092793,0.188996,0.004265,-0.081231,0.311894,0.226153,0.072126,-0.347086,0.170136,0.037414,0.238875,0.140128,-0.256565,-0.277032,-0.256407,-0.039503,0.077160,0.213490,0.057803,-0.099427,-0.163012,0.043650,0.019155,0.075603,0.042929,0.082632,-0.333938,0.256762,0.181937,-0.266270,-0.171171,0.076817,0.131270,-0.273250,-0.010151,-0.235691,0.027404,0.022618,0.037364,-0.378196,0.029640,0.215497,-0.011676,-0.302295,0.253783,-0.120099,0.003701,-0.140243,-0.243357,-0.049844,-0.155721,-0.426335,0.011704,-0.010417,0.004070,-0.150579,-0.355912,0.012039,-0.086185,0.300023,-0.169748,-0.275559,0.120657,0.048461,-0.107610,0.215017,-0.131469,-0.137678,-0.062522,0.216011,-0.147756,0.277530,-0.036649,-0.258127,0.027757,0.062624,-0.165486,-0.184186,0.122744,0.236377,-0.175820,0.103270,0.106371,0.346282,-0.015134,0.122682,0.123448,0.097307,0.259597,0.050775,0.097542,0.106700
alriksson,company,5.124356,5.124356,0.000000,false,-1.419331,1.790783,0.063983,0.013469,-0.338104,0.036441,-0.359967,0.263596,-0.159633,-0.105268,0.896196,0.389170,0.134557,0.091405,0.326661,0.653451,0.407672,-0.138823,0.189443,0.043531,-0.298775,0.606906,0.297726,-0.353718,-0.704227,0.023317,0.036711,0.091535,0.062075,0.095419,0.049893,0.112642,-0.324758,-0.331648,-0.375433,0.467018,-0.327580,0.138992,0.334247,0.013814,0.080988,0.398806,0.420568,0.139375,-0.250687,-0.031755,-0.270504,-0.254709,-0.184533,-0.178210,-0.472378,-0.281039,0.124392,-0.098052,0.518159,-0.313327,0.387912,-0.014613,0.693017,-0.288240,0.522286,0.222253,-0.120726,0.487318,0.269573,0.404983,-0.066287,0.559916,0.233160,-0.020414,0.208474,0.024977,0.212610,-0.326080,-0.486029,0.433149,-0.048342,0.263374,-0.122882,-0.559661,-0.259356,0.133738,0.154411,0.260705,-0.483311,0.003698,0.134677,0.013857,-0.064126,0.007858,0.136829,0.209933,-0.216964,0.545813,-0.142294,0.008232,-0.156504,0.267073,0.459803,-0.187595
nandersson,company,5.094431,5.094431,0.000000,false,-1.900044,1.128878,-0.228555,-0.229791,-0.182639,-0.598563,0.189567,0.372586,-0.092217,0.574702,0.760202,-0.591499,-0.230341,0.057166,0.275529,-0.265174,0.351960,-0.221315,0.004514,-0.194688,0.226204,0.090927,-0.176745,-0.019124,0.034855,-0.068172,0.493580,-0.771953,0.049685,0.497955,-0.407893,0.183048,-0.239093,0.192286,-0.514655,-0.028111,-0.122203,0.000933,-0.216526,0.254898,0.070011,-0.312347,0.180795,0.118604,0.109522,0.126293,0.309342,-0.423037,0.496696,0.050017,-0.364596,-0.117727,0.307424,-0.854191,0.220056,0.032224,-0.278866,-0.007203,0.073447,-0.720163,-0.037815,0.175490,-0.101159,0.146649,-0.278106,0.093388,-0.304742,0.330965,-0.046120,-0.040731,0.043869,0.353258,0.032661,0.070684,-0.319954,0.122216,-0.030325,0.149371,-0.100455,0.198498,0.048404,-0.343449,0.405872,0.140389,-0.012966,-0.425317,0.073535,-0.078848,-0.142664,-0.231565,0.302035,0.047096,0.291973,-0.133355,-0.019954,0.175270,0.006011,-0.049216,0.295340,0.211878
jonsson,company,5.036146,5.036146,0.000000,false,-1.465750,1.389206,0.246958,0.049407,-0.270702,-0.032714,-0.140467,0.528359,-0.095549,0.203493,0.214911,0.369766,-0.643543,-0.100307,0.253819,-0.109346,0.457395,0.108700,-0.021586,0.284480,-0.024246,0.287038,0.095240,0.322656,0.212587,0.367634,0.128901,-0.400675,-0.300911,0.171367,-0.106269,0.385419,-0.483019,0.013746,0.111775,0.083937,-0.025906,0.102585,0.075392,-0.170735,-0.161905,0.027164,0.186129,-0.104822,0.115570,-0.066883,-0.297591,-0.009814,-0.171060,0.237000,0.189209,-0.180573,-0.320053,0.109411,-0.018026,0.238730,-0.018721,-0.059759,0.313374,0.326975,-0.109855,0.238372,0.221980,-0.254809,-0.161010,0.010247,0.146483,0.189845,-0.008711,0.100673,-0.170038,-0.035171,-0.132499,-0.061314,-0.472967,0.100790,-0.231764,-0.039342,0.179479,0.125798,-0.466624,-0.049403,0.299415,0.025345,-0.427129,0.302825,-0.214370,-0.007905,-0.391968,0.137913,0.124165,0.058943,0.169488,-0.033875,-0.048164,-0.098901,-0.015692,0.327357,-0.321463,-0.203342
ransson,company,5.009765,5.009765,0.000000,false,-1.535173,1.355407,-0.109139,0.095799,0.221789,0.031759,-0.618178,0.545934,-0.391901,0.389689,0.293923,-0.036759,-0.366092,0.208503,0.442683,0.303167,0.757918,0.090367,0.183557,-0.172710,0.268651,-0.034946,-0.150256,0.003336,0.196910,0.381033,0.340485,0.011069,0.055433,0.026957,-0.335683,0.005136,-0.186399,-0.192042,0.229835,0.251218,-0.155504,-0.214541,0.088153,0.434766,0.190818,0.073736,-0.030461,-0.150353,-0.024636,-0.278448,-0.140348,0.337692,-0.242514,0.188105,-0.619954,-0.216698,0.256829,0.270301,0.007991,-0.068956,0.039539,0.161851,-0.062616,-0.606137,0.343981,0.000378,0.077311,-0.038741,-0.016059,-0.016634,0.121329,0.050567,0.093345,-0.027356,0.098796,0.202958,-0.231911,0.028920,0.001311,0.195368,-0.192681,0.350530,-0.318963,-0.088734,0.276470,0.310853,0.250701,-0.013011,0.329544,0.119639,-0.188956,0.107783,-0.251981,0.079881,0.424014,-0.124989,-0.011451,0.471220,0.232188,-0.154660,0.418396,0.339819,-0.047680,-0.039018
nilsson,company,4.999392,4.999392,0.000000,false,-1.356788,1.345493,0.264573,0.022481,-0.210439,0.096416,-0.281685,0.321936,-0.087886,0.236329,0.065249,0.454607,-0.706654,-0.124656,0.485182,0.210886,0.360938,0.144075,0.216693,0.413799,0.170294,0.016486,-0.071170,0.268955,-0.037634,0.159466,0.075402,-0.089565,-0.288387,0.293244,-0.339181,0.085644,-0.163013,-0.019868,0.152207,0.035843,0.331881,0.164689,-0.060128,-0.292583,-0.082021,0.157177,0.109973,0.016869,-0.050812,0.143806,-0.157571,-0.090469,0.019601,0.155674,0.005663,-0.018734,-0.036616,0.104823,0.078642,0.043300,-0.045752,-0.515285,0.209269,0.036099,0.143725,0.340428,-0.175963,-0.030552,-0.094262,0.301827,-0.089800,0.213905,-0.050963,-0.248349,0.083887,0.210002,-0.041144,-0.025385,-0.139712,0.061053,-0.126116,0.033167,-0.025683,0.279684,-0.191156,-0.079751,0.071535,0.214201,0.027074,0.296169,-0.212080,0.017364,-0.416342,0.259110,0.152365,0.302778,-0.120612,0.278794,0.054031,0.178275,0.186246,0.001489,0.092625,-0.216624
lindberg,company,4.895889,4.895889,0.000000,false,-0.926418,1.321548,0.063381,-0.193620,-0.033406,-0.013005,0.035913,0.394201,-0.096491,0.125733,0.282027,0.420202,-0.452557,-0.007441,0.556767,0.247521,0.361133,-0.017706,0.290213,0.224213,0.004858,0.294888,-0.218229,0.822954,-0.298297,-0.060112,0.243695,-0.345333,-0.247510,0.423297,-0.044005,0.197276,-0.247612,0.071456,-0.099912,0.497380,0.103710,-0.238614,0.291932,0.246244,-0.058205,0.064315,0.362249,-0.393732,-0.260031,0.252162,0.060751,0.147343,-0.374936,0.115762,0.063741,-0.234760,-0.047267,-0.442545,0.076390,-0.217607,0.136563,-0.254916,-0.378234,-0.008562,0.197574,0.114856,0.041970,0.060624,0.609956,-0.318991,0.155656,-0.088321,-0.516407,-0.623338,-0.411444,0.104240,-0.060982,-0.403360,-0.280972,0.186537,0.036786,-0.142823,-0.052750,-0.109083,-0.004271,-0.194150,0.051572,0.228392,0.088175,-0.346495,0.532710,0.252970,-0.372765,0.289663,-0.130211,0.009746,-0.090688,-0.008521,0.117072,0.404673,0.470543,0.024519,-0.265237,-0.347669
eandersson,company,4.894852,4.894852,0.000000,false,-2.121069,1.091529,-0.346791,-0.540778,-0.344011,-1.156519,0.225240,0.263214,0.349374,0.764848,1.341874,-0.530832,-0.272182,0.215605,0.051288,-0.520232,0.525473,-0.222119,0.106921,-0.511916,0.293230,0.518752,-0.074721,-0.100665,0.255831,-0.232591,0.473124,-1.067676,0.111605,0.754980,-0.464717,0.122890,-0.013270,0.273852,-0.369977,-0.095946,-0.239520,-0.170057,-0.898250,0.220033,0.187755,-0.560972,0.273930,0.291872,0.227384,-0.106410,0.132835,-0.495570,0.523931,0.242873,-0.310084,-0.176818,0.094527,-1.238803,0.892886,0.056992,-0.870798,0.082355,-0.198037,-0.442551,-0.312557,-0.035443,-0.036177,0.201536,-0.003860,-0.050557,-0.665742,0.744862,0.210450,0.161288,0.191414,0.346490,0.229065,0.062360,-0.191709,0.132253,0.235112,0.263732,0.134999,0.144566,0.471525,-0.342735,0.503781,-0.032937,0.049807,-0.586571,0.016560,-0.223414,0.069998,-0.346424,0.554220,0.073933,-0.112381,-0.278253,0.250849,-0.001910,-0.110570,-0.228455,0.380344,0.333909
dickaxelsson,company,4.844642,4.844642,0.000000,false,-1.229403,1.303767,-0.455911,0.002168,-1.138102,-0.167846,-0.334696,0.060201,0.057578,0.563789,0.323061,-0.227187,0.284554,-0.032925,0.454811,-0.532820,0.404850,0.014892,-0.203394,-0.754172,-0.029055,0.018523,-0.267652,0.237443,-0.220905,-0.280167,-0.013220,-0.205659,0.143001,-0.244348,-0.075413,-0.046943,-0.116389,0.106183,0.134874,-0.392902,-0.505476,0.336546,-0.112077,0.120581,0.049318,-0.726881,0.368712,-0.069508,0.030913,-0.101088,0.265507,-0.308867,-0.034655,0.279669,-0.209720,0.084405,0.112386,-0.867396,0.214252,0.076098,0.240216,0.471938,-0.292561,-0.298947,-0.076854,-0.497932,0.620276,0.145461,0.626796,-0.150754,-0.389813,0.143848,0.272658,-0.218572,0.323324,-0.432313,0.118068,-0.137311,-0.228953,0.296014,-0.057022,0.077706,0.007918,-0.612673,0.386773,-0.067186,-0.306151,0.171273,0.301643,-0.021397,0.316077,0.171107,0.177755,0.103696,-0.024148,0.064452,0.084594,-0.230038,-0.142456,-0.081800,-0.336899,0.087132,0.390281,0.208162
indycars,company,4.825575,4.825575,0.000000,false,-0.280925,0.018700,-0.675805,-0.881207,0.285493,1.253232,-0.850199,-0.237318,0.287294,0.592933,-0.715097,-0.216293,-0.205875,0.204129,-0.051522,0.249883,-0.347207,-0.435602,-1.081531,-0.729895,0.091773,0.519779,0.777638,-0.987729,-0.025824,-0.657808,0.180646,-0.297715,-0.556801,0.263653,0.425841,-0.194879,-0.556961,0.377942,0.482711,0.341258,-0.520011,-0.436474,0.150883,-0.058774,0.263520,-0.128830,0.927006,0.534468,-0.028929,0.145718,0.091998,0.411191,0.286685,-0.048574,-0.002905,-0.304731,-0.625659,-0.030868,0.001442,-0.523078,-0.445070,-0.215081,0.494732,0.403355,0.779169,0.649948,0.381567,0.043319,0.288669,0.255900,0.458554,-0.228708,-0.308640,-0.763925,-0.301526,0.312774,0.049537,-0.021845,0.699992,0.195867,0.155121,-0.556854,-0.362642,-0.081836,0.663110,-0.032267,0.340763,-0.858742,0.042278,-1.107118,0.147344,-0.325044,0.027288,-0.140839,0.427280,-0.010183,-0.607091,0.275867,-0.126928,-0.544478,0.040034,0.208959,-0.302915,0.481049
magnussson,company,4.812994,4.812994,0.000000,false,-1.297298,1.121176,0.326276,0.113228,0.223006,0.154440,0.004483,0.344112,0.118253,0.214018,-0.265056,0.481705,-0.325643,0.028339,0.661885,0.102675,0.009900,-0.278414,0.304002,-0.088573,0.179826,-0.077867,0.049658,0.402911,-0.251764,-0.287051,0.459459,-0.088204,-0.248916,0.547778,0.171505,0.258627,0.144823,0.072747,0.456692,-0.121861,0.188038,0.130168,0.270747,-0.319416,0.023698,0.203816,0.077595,-0.269275,-0.201672,-0.098642,0.080122,0.245003,-0.444583,-0.381607,-0.074759,0.079749,0.009389,0.327897,-0.236889,0.082350,-0.087080,-0.416508,-0.282712,0.377797,0.092318,0.152485,-0.177945,0.402019,-0.004150,0.022528,0.276760,0.373068,-0.027921,0.209392,-0.100486,0.032284,0.002555,0.253337,-0.113174,0.288663,-0.500623,0.135110,0.078239,0.454714,0.158764,-0.264800,-0.232082,0.361807,-0.655149,-0.482066,0.361985,-0.139645,-0.170919,-0.076167,0.048604,-0.046489,-0.241746,0.170410,0.033837,-0.041890,0.156947,-0.096255,-0.381758,0.029411
astra zeneca,company,54.000000,54.000000,0.000000,true,0.199000,0.103173,-1.166122,-0.129419,-0.195141,-0.110387,0.465933,-0.142286,-0.181277,0.262225,-0.365227,0.466437,-0.099046,-0.490082,0.313474,0.156168,-0.046233,-0.110818,-0.060187,-0.114981,0.110427,-0.409697,0.450435,0.020644,0.409733,-0.494749,-0.184349,1.149294,0.079447,-0.056208,-0.034276,0.017063,-0.117203,0.074669,-0.228958,0.115707,0.056962,-0.658234,-0.107575,0.292712,0.234005,-0.073247,0.033544,-0.001952,-0.010150,0.064203,-0.420014,-0.259004,0.437890,-0.228990,0.211015,0.026526,-0.146071,-0.107725,-0.295596,-0.374777,-0.185058,0.514577,0.250049,0.104934,-0.275116,0.032387,0.037292,0.069814,-0.156576,-0.344747,-0.890301,0.549439,-0.481184,-0.381853,0.178897,0.022302,0.285623,0.052137,0.257072,0.033333,0.494526,-0.507325,-0.337054,-0.056433,0.254117,-0.554496,0.097893,-0.321165,-0.032211,0.034809,-0.597738,-0.378566,-0.128426,-0.189554,0.198624,0.361214,-0.357353,-0.470994,-0.347066,-0.109558,0.489673,0.137972,0.061679,-0.097214
sveriges television,company,49.000000,49.000000,0.000000,true,-0.002328,0.104608,-0.370810,-0.456162,0.341039,0.198452,-0.375686,0.715798,0.310946,-0.582668,-0.295708,-0.595029,-0.593624,-0.506074,0.191787,0.312305,0.081244,-0.220966,0.167932,-0.055713,0.841821,0.008813,-0.158784,-0.307064,-0.429116,0.125875,-0.336583,-0.644693,-0.264887,0.162219,0.354426,0.011885,-0.098397,0.360543,0.165455,-0.515499,0.370333,-0.063922,0.150782,-0.094988,-0.425749,0.336026,-0.351281,-0.015589,-0.141388,0.074457,0.091788,0.336449,-0.182136,-0.253802,-0.243340,0.091194,0.009000,-0.157150,-0.387672,0.110253,0.326647,-0.153360,0.126872,-0.348547,-0.095033,0.006204,-0.315285,-0.398451,0.084266,-0.002503,-0.101129,-0.033387,0.199097,-0.144482,-0.473410,0.344484,-0.063135,-0.080637,0.170890,-0.312126,-0.084792,0.659842,0.036608,-0.070324,-0.292161,0.270165,0.068430,0.455023,0.038928,-0.229185,0.537629,-0.166194,0.182409,-0.016184,-0.349926,0.103887,-0.149932,-0.163190,0.112818,-0.088771,0.119293,-0.239022,-0.224918,-0.187522
