word,category,popularity,sitelinks,score,is_seed,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
månsson,celebrity,101.906642,35.818189,14.113145,false,-1.425560,1.311663,0.227813,0.159749,-0.275382,0.098197,-0.329316,0.467747,0.129616,0.076953,0.210841,0.161798,-0.454449,0.063541,0.219583,0.068382,0.163563,0.210065,-0.117422,0.139346,-0.009001,0.052346,-0.293528,0.284183,0.188154,0.027430,0.159919,-0.325947,-0.161888,0.298615,-0.151651,0.459965,0.482915,0.201807,-0.060706,-0.200665,0.312515,-0.401782,0.108445,-0.311102,-0.219542,-0.098299,0.067251,-0.125544,0.284395,-0.294579,0.290842,0.568064,-0.180363,0.049175,0.019520,0.135560,-0.142227,-0.199771,-0.224073,0.088737,0.091704,-0.348773,0.710808,0.014335,0.157810,-0.133338,-0.070391,-0.204782,-0.154033,-0.356953,0.080701,-0.082679,-0.192743,-0.358945,0.167461,0.001679,0.212512,0.107329,-0.516473,-0.235869,0.214536,-0.401046,-0.078000,0.641839,-0.180696,-0.202778,-0.154014,0.136865,-0.321941,0.221846,-0.170918,0.476168,-0.084904,0.240629,-0.117134,-0.236190,0.422961,-0.084041,0.033715,-0.237163,0.193658,0.253652,0.141406,-0.569490
rickardsson,celebrity,97.082835,34.122715,13.445092,false,-1.197155,1.258113,0.225485,-0.035804,-0.309148,-0.053504,-0.008380,0.198658,0.428618,0.413578,-0.415744,-0.130002,-0.422763,0.061076,0.214973,0.014201,-0.145153,0.040806,-0.122120,-0.101989,0.241563,0.138876,0.399428,-0.093916,0.414175,0.139806,0.272596,-0.414844,-0.649360,0.499359,-0.614279,-0.209507,-0.605639,0.291710,-0.174870,-0.008072,-0.187759,-0.237850,0.389423,0.020413,0.404329,0.360523,-0.250506,-0.086056,0.338858,-0.290008,-0.472108,0.053856,0.289047,0.214140,-0.386546,-0.354244,0.037561,0.267678,-0.446117,-0.187611,-0.872153,0.667001,0.296553,0.622934,-0.530532,0.913609,-0.426320,0.439320,0.532135,0.186449,0.102203,0.262283,0.191127,0.119205,-0.120895,0.189572,0.393173,-0.339578,-0.153969,-0.555209,-0.352706,0.033634,0.452334,-0.034990,-0.473321,-0.104317,0.115813,-0.737812,-0.065808,0.526404,0.287684,0.082957,0.385630,-0.119790,-0.137018,0.149363,-0.272078,-0.052354,-0.183185,-0.535501,0.324040,0.154839,0.151058,0.262326
olof,celebrity,96.675984,33.979716,13.388747,false,-0.687889,1.126885,0.418536,0.048760,0.163713,-0.115286,-0.100447,0.239010,-0.194482,-0.236970,-0.212408,0.209672,-0.436316,0.027368,0.186475,0.085116,0.219033,0.155927,0.149159,-0.202556,0.104256,-0.146594,-0.363361,0.455078,0.192056,0.190262,0.466898,-0.029196,-0.518249,-0.094246,-0.300178,0.237939,-0.206719,-0.107861,-0.006993,-0.156752,0.356397,-0.404002,0.319712,-0.106556,-0.441224,-0.099828,0.200566,0.025139,-0.104770,0.295753,0.169628,-0.166968,0.108215,-0.164714,-0.149511,-0.118733,0.166307,0.069035,-0.257443,0.060951,0.387965,-0.048007,0.264786,-0.067506,-0.184679,-0.055028,-0.113944,0.006578,-0.054754,-0.208522,0.263074,0.096219,0.032466,-0.102701,-0.246317,0.271712,-0.116010,0.197826,0.369458,-0.117221,-0.139340,0.010722,-0.105429,-0.037146,-0.135213,0.106109,0.598710,-0.042506,0.033468,0.159522,0.126420,0.195790,0.052559,0.027657,0.021864,-0.022598,-0.099975,-0.147464,0.031952,0.300294,0.110708,0.104846,0.227432,-0.473227
riks,celebrity,1068.000000,333.000000,160.000000,true,0.527624,0.704419,-0.164247,-0.218159,0.359785,-0.158920,0.465130,0.192200,-0.125748,-0.574304,-0.392989,-0.597257,-0.024290,0.377930,0.854159,-0.015909,0.100499,-0.151331,0.021700,0.075887,0.162716,0.237583,0.429993,0.241192,-0.174300,0.069431,-0.363519,-0.268489,0.201949,-0.642474,-0.035865,-0.348435,-0.153639,-0.077161,0.106335,-0.093296,-0.063137,-0.209572,0.197491,0.381696,0.171627,0.072089,0.027320,-0.058870,-0.128825,0.142532,0.100317,0.253187,-0.073946,-0.236928,-0.028075,0.014290,0.052027,-0.336559,-0.173735,0.139108,-0.261295,-0.140236,-0.004868,-0.116479,0.422479,-0.031007,0.031046,0.131101,0.322515,-0.177548,0.038424,-0.211376,-0.215054,0.234198,-0.101106,0.227823,0.070694,-0.075100,-0.156819,-0.154732,0.107793,-0.177022,-0.004141,0.065593,0.228467,0.136385,0.001690,-0.120467,-0.175783,0.019453,-0.005811,0.169847,0.328947,-0.126715,-0.199327,0.211324,-0.190132,0.074850,-0.009695,-0.339688,0.046990,-0.013982,0.226495,0.086141
emil hansius,celebrity,986.000000,272.000000,154.000000,true,-1.310946,0.813598,0.392717,-0.003030,-0.306888,0.023472,-0.445666,0.399972,0.378304,0.515889,0.364162,0.115769,-0.193277,-0.130911,0.355365,-0.229443,-0.353214,0.244165,-0.089887,0.390016,0.040800,0.162708,0.009798,-0.171769,-0.175643,0.558829,0.156051,-0.592406,0.315708,0.043469,0.164542,-0.060208,0.561799,0.224491,0.370486,-0.547311,0.480328,-0.370575,-0.215028,-0.309646,-0.493423,0.418973,0.020232,-0.025323,0.002111,0.008903,-0.555715,-0.194339,0.036689,-0.273973,-0.280580,-0.136910,-0.202382,0.000056,0.106319,-0.198992,-0.365127,0.377911,0.463596,0.408049,-0.243806,-0.141048,0.062013,-0.193664,-0.381650,0.216809,0.246062,0.397816,0.138305,0.349899,0.601455,-0.265590,0.512489,-0.290104,-0.017516,-0.204683,-0.189974,-0.562190,0.065849,-0.044781,0.103661,-0.017191,-0.229611,0.029377,0.151068,0.190111,0.143591,-0.082272,0.166362,0.149499,0.078107,0.100361,0.238131,0.116232,-0.060716,-0.560388,-0.291371,0.156697,-0.303833,0.112331
fridolfsson,celebrity,78.749185,21.723913,12.299568,false,-1.367414,1.183905,0.055754,0.018438,-0.051803,-0.276258,0.392832,0.385472,-0.512683,0.569412,0.531974,0.163157,-0.078708,0.132743,0.259152,-0.233346,0.724505,0.099211,0.778447,0.404470,-0.216380,0.370724,-0.156469,0.139542,0.233497,0.006329,-0.011175,-0.214269,-0.304557,0.062862,-0.123658,-0.285643,0.088061,-0.050124,-0.306689,0.344467,0.026148,0.034894,0.380564,-0.099004,0.416144,0.427571,-0.083847,0.271078,0.230561,0.135477,-0.537372,0.222524,-0.310343,-0.276401,-0.314927,0.081457,0.133211,-0.109525,0.098168,0.091146,-0.239272,0.112432,-0.014104,0.158102,0.146848,-0.202241,0.347357,-0.300759,-0.308404,-0.071159,-0.147604,0.528160,-0.241279,-0.328602,0.378124,0.403554,0.188678,-0.065885,-0.117770,-0.148870,-0.465627,-0.582800,-0.052423,0.261016,-0.224048,-0.066175,-0.230778,0.037220,-0.369997,-0.135838,-0.026691,0.017217,-0.249949,0.683473,-0.533922,0.256839,-0.002993,0.088319,-0.259648,-0.179417,0.205202,0.225936,-0.121893,-0.117365
isak,celebrity,75.873413,20.930597,11.850411,false,-1.175175,1.129675,0.471711,0.040114,-0.428096,-0.093063,-0.434059,-0.275408,-0.230999,0.502000,-0.211770,0.518042,0.481292,-0.134767,0.216104,0.084054,-0.348434,0.006389,0.330361,0.158366,0.038576,0.043321,-0.458714,-0.383678,-0.298275,0.047361,-0.284727,0.105666,-0.104445,-0.347834,0.216775,0.337049,0.314558,0.012481,0.280487,-0.093552,0.272414,-0.092136,0.219580,-0.012631,0.070481,0.124937,-0.237708,0.252494,-0.021485,0.317241,-0.209938,0.015722,0.554689,-0.014180,-0.034740,0.231653,-0.397184,-0.073695,-0.041314,0.239172,0.094277,-0.074932,-0.552339,0.343085,0.013281,0.067885,0.170256,-0.233979,0.083011,-0.330879,0.012807,0.021988,0.101210,-0.080340,0.048977,0.171523,-0.031139,-0.046421,0.374421,-0.389938,-0.336020,-0.019899,-0.052394,-0.249379,-0.004545,0.075007,0.052495,-0.146761,0.450908,0.181981,-0.239305,0.125257,0.243157,0.071020,0.347340,-0.044501,-0.201175,-0.094279,0.218757,-0.189307,0.049337,0.209466,-0.105570,-0.015004
skagerberg,celebrity,73.042923,20.149772,11.408327,false,-1.298279,1.173900,0.413348,0.091581,0.866392,-0.318319,-0.410923,0.261020,-0.041447,0.457677,0.629083,0.593851,-0.297246,-0.079381,0.266813,0.074129,0.208348,0.126449,-0.024349,0.142983,-0.209055,0.168183,-0.211890,0.153626,-0.360089,0.045536,0.057976,0.125484,0.140875,-0.067917,-0.396801,0.320957,0.190038,-0.127421,0.024355,-0.498032,-0.497333,0.115762,0.165847,-0.001935,0.161236,0.216784,0.253377,0.113084,-0.581094,-0.083923,0.161358,-0.229142,0.115963,-0.076933,0.021833,0.075984,-0.281785,0.133532,-0.181490,0.248513,-0.175623,-0.202963,-0.165004,0.105740,0.497939,-0.329733,-0.446899,0.217359,-0.369605,-0.085088,0.001648,-0.365474,-0.281968,0.283263,-0.153315,-0.100677,-0.299690,0.382364,0.122585,0.420056,-0.204074,-0.317042,-0.009740,-0.044866,0.103240,-0.221583,0.183088,-0.355205,-0.256104,-0.250617,-0.130949,0.037128,-0.101573,0.079890,0.124702,-0.020620,0.141682,0.238679,0.178465,0.012761,-0.074719,-0.029004,-0.092184,-0.226937
expressen,celebrity,949.000000,282.000000,142.000000,true,-0.236151,0.645037,0.070571,-0.051414,0.094791,0.610983,0.270461,0.644055,-0.013723,-0.551482,-0.390909,-0.555426,-0.111559,0.002942,0.700874,0.154910,-0.104180,0.236222,0.105785,-0.373606,-0.168526,-0.296219,-0.456663,0.063876,0.481664,0.307793,0.099384,-0.241138,-0.108844,-0.074980,-0.041446,-0.052179,-0.177634,-0.319940,-0.637403,0.676238,0.336559,0.366913,-0.346170,0.150854,0.037460,0.292923,0.390262,-0.407058,0.044565,0.112024,0.242148,0.534728,-0.084763,0.338439,0.292018,-0.142894,0.161254,0.143211,-0.023990,-0.134103,-0.449472,0.522907,0.365966,0.055076,0.206718,-0.360379,0.111022,-0.075859,-0.237508,0.058532,0.048734,0.410771,0.071496,-0.077970,-0.005839,-0.224781,-0.006825,-0.317092,0.346019,-0.158992,-0.305488,0.499564,0.076386,-0.022026,0.002145,0.279944,-0.389791,0.169437,0.341915,-0.292787,0.115309,0.108448,-0.178965,0.169453,0.141255,-0.268561,0.313990,-0.189178,0.131679,-0.510407,0.062402,-0.469999,-0.129222,0.314849
terrificwines,celebrity,77.104299,22.911920,11.537208,false,-1.096217,0.078208,-0.863024,0.013999,-0.434958,-0.508752,0.031443,0.768631,0.313278,-0.552931,0.352307,-0.509371,-0.065785,-0.478670,0.037672,0.515041,-0.211865,0.569144,0.241922,-0.047430,-0.385618,-0.711602,-0.125665,0.411199,0.793055,-0.200810,-0.589861,0.386041,0.318896,0.467288,0.366928,0.624597,-0.247361,-0.242413,-0.802661,0.778959,-0.168215,0.204175,-0.533554,-0.561715,-0.102400,-0.336424,0.701191,-0.219241,-0.260083,0.430248,0.195724,0.417960,0.218235,0.526267,-0.345119,0.246032,0.098799,0.356377,0.526102,0.094040,-1.089226,0.377326,0.208330,-0.125937,0.229555,-0.139932,0.101079,-0.046376,0.022578,-0.338340,0.291168,-0.071326,-0.024800,0.310537,0.337860,0.563688,0.614527,-0.285908,0.427831,-0.249310,-0.534082,-0.349977,-0.246305,0.338159,0.067032,0.422649,0.038224,0.200671,0.178069,0.132504,0.349622,0.332471,-0.074213,0.006082,-0.143954,-0.256795,0.868797,-0.082946,0.323592,0.161971,-0.243075,-0.050832,-0.025219,0.209962
familjen lundell,celebrity,1015.000000,196.000000,180.000000,true,-0.266607,0.228959,0.591833,0.329073,0.572711,0.455065,0.285820,0.237729,0.382226,0.056284,-0.177024,0.135312,-0.462985,-0.052088,-0.368303,-0.008280,-0.415692,0.371916,0.346968,0.002104,0.207427,0.087163,0.079123,-0.070039,0.117007,0.158793,0.126049,-0.475818,-0.294715,-0.250948,-0.001574,0.195648,0.052329,0.388146,0.100674,0.549197,0.102351,0.184809,-0.023651,-0.156544,-0.223058,-0.129919,0.140670,0.049394,-0.415114,-0.105962,0.036567,-0.309408,0.180411,-0.286000,-0.054884,-0.082068,-0.351898,-0.015351,0.119121,0.170499,0.123022,0.079834,0.005588,-0.097273,0.103607,-0.304137,0.249103,-0.185331,-0.121781,-0.004036,-0.244489,-0.084372,-0.130577,-0.015812,-0.008324,-0.413212,-0.127847,-0.170356,0.303846,-0.350048,0.002401,0.107608,0.113639,-0.211886,0.079123,0.057759,0.153590,0.096624,0.096445,-0.200043,-0.099618,-0.129719,-0.163152,0.063013,-0.114924,-0.134752,0.018948,0.077394,-0.259998,0.044057,0.334667,-0.064009,0.085001,0.212676
