word,category,popularity,sitelinks,score,is_seed,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
volvo,company,72.000000,72.000000,0.000000,true,-0.964307,1.227277,0.412350,-0.051158,0.793605,0.592161,-0.125835,-0.251851,-0.189853,0.224853,0.659044,-0.273155,0.148405,0.428752,0.673751,0.160308,-0.377717,-0.484090,0.140533,-0.358281,-0.081543,-0.222938,0.105082,0.775955,0.441365,0.026539,-0.103381,-0.149720,0.072189,0.508576,0.541338,-0.211604,0.260664,0.512182,0.140002,-0.090042,-0.304996,-0.199082,-0.514948,0.092940,-0.273511,-0.544746,-0.332476,0.171924,-0.165184,0.269657,0.020859,0.079813,-0.096359,-0.360727,-0.488745,-0.250975,-0.077191,-0.372039,-0.206568,-0.298932,-0.032180,-0.498855,-0.327238,0.065327,0.286923,0.062855,-0.266389,-0.112787,-0.498661,-0.258663,0.418116,0.026112,-0.216967,0.488494,0.290335,-0.308565,-0.284041,0.119971,-0.077507,-0.238551,0.623720,0.100212,0.231210,0.074790,-0.396808,0.154268,0.073459,-0.256021,-0.103297,-0.586648,-0.429408,0.490279,-0.317414,0.510265,-0.102130,0.008152,-0.028329,-0.268539,0.290078,0.460315,-0.144372,-0.036681,-0.096963,-0.082312
hennes & mauritz,company,70.000000,70.000000,0.000000,true,0.220624,0.548841,-0.546530,0.364125,-0.134235,-0.239800,0.183905,-0.269934,0.166286,-0.335413,0.534034,-0.190403,-0.053312,-0.220302,-0.273832,-0.088118,-0.347262,0.224151,0.038807,0.287749,0.186504,0.315532,-0.188603,0.207428,-0.320390,-0.115325,-0.462804,-0.313155,0.012137,-0.135230,-0.105562,-0.277211,-0.165705,-0.153422,0.065744,-0.092673,-0.083999,0.034465,-0.051084,0.152222,0.185504,-0.037835,0.252926,-0.208088,0.164281,-0.002781,0.225289,-0.268468,-0.253721,-0.272791,0.073422,0.138914,0.065672,-0.206485,0.018450,0.047542,0.269234,0.062025,0.235557,0.101566,-0.126095,-0.042209,-0.241968,0.202524,0.140641,0.037858,0.140757,-0.195943,0.150791,-0.151312,0.054621,-0.161146,0.308517,0.033997,0.009098,0.108484,0.130480,0.010282,-0.013875,-0.088466,-0.112647,-0.160941,0.017530,0.192109,-0.066748,-0.103761,-0.264136,0.113967,-0.055234,0.115093,0.190687,0.239846,-0.115348,0.134052,-0.130953,0.079644,-0.096845,-0.101889,0.109891,0.151623
scandinavian airlines,company,64.000000,64.000000,0.000000,true,-1.084903,0.556092,0.445124,-0.329227,0.509186,-0.165815,-0.794381,0.209106,-0.103126,-0.227875,-0.262441,-0.921333,0.521828,-0.069383,0.313524,0.269263,0.310683,-0.454650,0.441448,0.477053,-0.519993,0.072281,0.205053,0.273339,0.151466,0.044970,-0.105860,-0.596125,0.135229,0.276992,-0.098251,-0.086326,0.222082,-0.321448,-0.232833,0.022225,0.205403,0.702728,-0.098887,0.199463,0.172263,-0.096085,-0.478967,0.123648,0.105337,0.263882,-0.108552,-0.317927,0.201313,-0.083851,-0.273888,0.253614,-0.164869,-0.330925,-0.192084,0.287235,0.193679,-0.299111,-0.181948,0.444556,-0.028411,-0.277209,-0.444957,0.249615,0.190265,0.462579,-0.262895,0.200946,0.146051,0.298298,0.328425,-0.267398,0.334401,0.049301,0.420065,0.441376,0.573579,0.138511,0.099375,-0.692644,0.090454,0.241360,0.152520,-0.146385,-0.248827,-0.131748,0.128948,0.164097,-0.290888,0.314816,-0.209883,-0.290079,0.087409,-0.242268,0.094053,-0.448559,0.190349,0.096493,0.382640,-0.115545
ericsson,company,60.000000,60.000000,0.000000,true,0.890317,0.137686,-0.124282,-0.498854,1.384552,0.308087,-0.156573,-0.119839,-0.061240,-0.100240,-0.074736,-0.166540,0.480530,0.169524,0.308317,0.516080,0.030696,0.224674,0.182960,-0.659184,-0.174417,0.367355,0.210671,0.236359,0.160114,-0.199982,-0.150769,-0.331716,-0.129308,0.249083,0.320006,0.741170,0.095534,0.180296,-0.056392,-0.188344,0.229566,0.216237,0.162275,-0.027434,0.418405,-0.038346,-0.556981,0.326008,0.154638,-0.500218,0.118486,0.097856,-0.358882,0.251952,-0.022049,0.129196,0.104202,0.276438,-0.228997,0.005699,0.206372,-0.254360,0.369331,-0.034780,0.227433,0.108584,0.326734,0.027792,0.065138,0.762719,0.238518,0.113158,-0.184314,0.361782,0.619039,0.436072,-0.437200,-0.166591,-0.219828,-0.122276,-0.255888,-0.153048,0.154423,0.114674,0.321884,0.429062,0.064439,-0.028430,0.569782,0.375081,-0.612798,0.253702,-0.065698,0.035177,-0.123901,0.305391,0.254827,0.382871,-0.213631,0.092150,0.101451,0.023499,0.153988,-0.151398
astra zeneca,company,54.000000,54.000000,0.000000,true,-0.560997,1.108837,0.164305,0.054708,-0.046131,0.470468,-0.949452,-0.120902,0.329619,-0.163194,0.729948,-0.198936,-0.090742,0.441870,0.030694,0.131532,-0.137204,0.161096,0.266274,-0.470641,-0.107198,-0.402299,-0.320568,-0.243931,0.573846,0.195069,-0.249818,0.290446,-0.608357,-0.231264,0.112970,-0.499690,0.103630,0.125193,-0.554814,-0.058687,0.544641,0.058455,-0.591978,-0.491094,0.266238,-0.162350,-0.315679,-0.113497,0.064097,0.282316,-0.533263,-0.044390,-0.114752,-0.505529,-0.098639,0.396463,-0.153374,0.164601,-0.132174,0.828915,-0.111373,0.180008,-0.111377,-0.086382,-0.371267,0.326968,0.584194,-0.267574,-0.210787,0.251935,0.162930,0.180235,0.059068,0.362407,0.187532,-0.018643,-0.072943,-0.214053,-0.214850,0.131896,0.226864,0.488507,0.252281,0.556443,-0.604206,0.362521,0.253185,-0.322035,-0.059421,-0.071597,-0.304592,-0.227937,0.150410,0.267343,0.165976,0.031144,-0.599204,0.367878,0.057723,-0.127093,0.395709,-0.175277,-0.390006,0.123916
sveriges television,company,49.000000,49.000000,0.000000,true,-0.424268,0.890401,-0.572602,0.337428,0.156893,-0.654397,-0.009419,-0.111094,0.052382,0.666468,-0.567163,0.357488,0.682100,-0.417941,0.091048,-0.726617,-0.091721,0.321140,-0.677401,0.129515,0.325143,0.231952,0.456316,-0.183972,0.075755,-0.052864,-0.203401,0.055561,-0.152103,0.207861,0.241060,0.274429,0.139843,-0.003263,0.635511,-0.035903,-0.166566,0.313780,0.285633,0.111193,0.304335,-0.199517,0.395774,-0.009322,-0.230702,-0.378560,0.169018,-0.189436,-0.313099,0.306277,-0.090423,0.321360,0.453078,0.050625,-0.318224,-0.136780,-0.282263,0.168757,0.012596,-0.152207,-0.051470,-0.477121,0.665042,-0.194318,-0.065364,-0.407053,-0.422014,0.098599,-0.443343,0.547174,-0.083290,-0.022869,0.067105,-0.036147,0.112874,0.333978,0.228919,0.378920,-0.042592,0.206354,0.335564,0.065447,0.035603,0.352695,0.203988,0.257686,-0.015709,-0.086473,0.047284,0.340950,-0.092783,0.113051,-0.400786,0.350666,0.021465,-0.069442,0.231326,-0.010724,-0.104558,0.082264
electrolux,company,46.000000,46.000000,0.000000,true,-0.857717,1.435765,0.434544,-1.027515,0.333433,0.914343,-0.061099,-0.067799,-0.175759,-0.662144,-0.385778,-0.221470,-0.056467,1.077541,0.776789,0.335985,-0.283859,-0.025595,0.361987,-1.076642,-0.073160,0.023385,-0.260655,0.356262,-0.383486,0.873970,-0.757762,-0.636690,-0.129819,-0.022780,-0.151694,0.590013,-0.017853,0.219840,0.057198,0.843509,-0.022033,-0.234007,-0.383103,-0.499672,-0.140639,-0.079351,0.120257,0.048247,-0.032664,-0.477886,-0.073169,0.023265,-0.328093,-0.046790,-0.382570,-0.133056,-0.025655,0.122911,-0.267505,-0.005620,0.316867,0.048136,-0.441881,-0.648441,0.522405,0.127504,-0.404724,-0.367191,0.354137,0.335354,0.785557,-0.640453,-0.189481,0.177348,-0.359863,-0.333114,0.063790,0.017055,-0.567009,0.525352,0.105385,0.486745,-0.031651,-0.186780,-0.598731,-0.344345,-0.001903,-0.463918,-0.058472,0.261847,-0.447819,-0.208250,-0.088676,0.025236,-0.284424,-0.632136,-0.171521,-0.624267,-0.188482,0.026410,-0.072647,-0.497285,-0.038409,0.159668
paradox interactive,company,45.000000,45.000000,0.000000,true,-1.365182,0.323694,0.131739,0.189091,0.720756,0.357652,-0.466336,0.243502,-0.407511,-0.409680,-0.097338,0.341492,-0.714776,0.070976,0.081450,-0.473519,0.141747,0.290598,0.234522,-0.156050,0.851960,-0.598219,0.637155,0.448659,0.440364,0.011240,-0.245159,0.163531,-0.207638,-0.485465,-0.225585,-0.097854,0.113474,-0.011164,-0.160982,-0.277557,-0.307449,-0.056851,0.119447,0.104919,-0.358163,0.301712,-0.395868,0.441903,-0.337942,-0.307864,-0.047547,0.340008,-0.066242,1.204221,0.130327,-0.062720,-0.073137,0.031454,0.157436,0.444895,-0.085761,-0.253453,0.140251,-0.296910,-0.086739,0.263428,0.275316,0.231707,-0.390162,-0.478291,-0.311975,-0.096704,-0.017396,-0.035669,0.151569,0.055109,0.012314,0.046930,0.218838,0.251258,0.188472,0.102218,0.151486,0.034813,0.251687,-0.053846,-0.013416,0.352897,-0.147281,0.092047,0.289828,-0.088769,-0.122884,-0.126290,-0.179250,0.065492,0.115856,-0.145739,-0.038389,0.137552,0.500295,0.066025,0.329525,-0.322975
tele2,company,35.000000,35.000000,0.000000,true,-0.711862,0.906430,0.236318,-0.063165,-0.170334,0.228695,-0.012657,-0.065214,0.417572,-0.005740,-0.226490,0.142327,-0.383858,0.194267,0.515744,0.182650,-0.166082,-0.273377,-0.126641,-0.599753,0.431133,0.458750,-0.214472,0.223720,0.376270,-0.026615,0.071944,-0.220348,-0.034414,0.055606,0.272330,0.626489,-0.065906,0.058735,-0.250006,-0.347933,-0.380237,0.162592,0.629532,0.472368,0.063463,0.093318,0.527450,-0.049961,-0.031713,0.065431,-0.034237,-0.010748,-0.449540,0.530710,-0.020982,0.360562,-0.362868,0.298845,0.129104,0.130468,-0.014684,0.067941,-0.066518,-0.231121,0.267582,-0.535883,0.042759,0.219718,0.351592,-0.224922,0.250052,0.152160,-0.285435,0.267450,0.539779,0.754718,0.000438,-0.066702,0.041565,-0.124056,0.365143,-0.072451,-0.035642,-0.507844,-0.571740,0.172948,0.340269,0.006319,-0.354497,-0.058511,0.003466,-0.149471,0.018208,-0.062391,-0.016946,-0.102026,0.315499,0.190200,-0.024079,0.361162,0.012608,-0.052694,-0.133100,0.079793
hasselblad,company,34.000000,34.000000,0.000000,true,-0.068960,0.679806,-0.035210,0.024173,0.107408,0.122450,0.057192,0.372947,-0.825240,-0.635138,0.337111,-0.162365,-0.472198,-0.157383,0.200004,-0.527456,0.127901,-0.148754,-0.028113,0.113613,0.524103,0.056594,0.424906,0.592819,0.329046,0.484347,-0.611826,-0.306142,-0.527464,0.330457,0.148429,0.363542,0.004716,0.160460,-0.065805,-0.260144,-0.102463,0.672880,-0.074871,-0.234853,-0.626678,-0.109582,-0.325792,0.019792,0.192562,0.411981,0.113157,0.439159,-0.009381,0.481901,0.193427,0.244319,0.000188,-0.126729,0.086902,0.575845,0.535949,-0.386636,-0.316593,-0.018154,-0.302588,-0.058218,0.271306,0.474883,-0.122477,-0.591192,0.740784,-0.323951,-0.591944,0.309698,1.076349,-0.002882,0.739285,-0.170820,-0.342710,-0.237594,0.034935,-0.391640,0.019233,-0.161827,0.395726,-0.247504,-0.000268,0.246895,0.436225,0.429956,0.348521,0.245303,-0.209831,0.282070,-0.282652,0.359729,0.022557,-0.149191,-0.191405,0.295063,-0.296679,-0.060044,-0.264670,0.063651
telia company,company,34.000000,34.000000,0.000000,true,-1.214636,0.740423,0.166073,-0.263676,0.459376,0.430154,-0.358711,0.064357,0.190150,-0.750419,-0.556087,-0.146320,-0.187309,0.479538,0.403178,-0.109902,0.259151,-0.179428,-0.288351,-0.435469,0.221983,-0.058292,0.121522,0.024638,0.217625,-0.072554,-0.267515,-0.216967,0.158011,-0.251440,0.089823,0.120351,-0.407119,0.134757,0.033742,-0.197652,0.007334,-0.121074,0.194474,0.343452,0.219215,0.124508,-0.441078,0.179775,-0.493926,-0.095035,0.296610,0.294806,0.224581,0.417046,0.054103,0.142582,-0.318610,0.291111,0.077622,0.228445,-0.001707,0.117119,0.061761,0.229555,-0.083472,-0.377224,0.056559,-0.445907,-0.251719,-0.240156,-0.067774,-0.175179,0.218203,-0.165696,0.017183,0.450891,0.013075,0.212650,0.021232,-0.355323,0.200078,-0.018294,-0.025419,-0.000400,0.248719,0.067650,-0.067375,0.053462,-0.067934,-0.177941,-0.122213,0.054513,0.766177,-0.112721,-0.299719,-0.161010,0.102992,0.630795,0.075196,-0.145361,-0.067431,0.011986,0.210866,0.239456
skf,company,33.000000,33.000000,0.000000,true,-0.272649,1.400321,0.233859,-0.507695,0.484378,0.200982,-0.208706,0.201449,-0.140117,-0.055487,0.904968,-0.154703,0.318529,0.430667,0.385132,0.220617,-0.416918,0.019203,0.120955,-0.644174,-0.106942,-0.143062,0.064489,0.061241,0.506857,0.262069,0.252075,0.185692,0.191199,-0.051675,0.226345,0.417065,-0.091968,0.419212,0.034174,0.488251,-0.096240,-0.209754,0.031701,-0.478750,-0.168461,-0.276769,-0.332294,0.525796,-0.460961,0.186179,0.371422,0.149327,0.099747,0.381707,-0.066631,0.438877,0.229077,-0.389902,0.166072,-0.043567,0.781162,-0.312660,0.208366,-0.099613,-0.180851,0.208455,-0.081364,0.006795,0.091102,-0.102056,-0.069229,-0.018522,-0.285689,0.045444,0.513151,-0.138679,-0.209728,0.116099,-0.206272,-0.052037,0.079170,-0.155181,-0.456907,0.434783,0.329647,-0.102899,0.456632,-0.668859,-0.104308,-0.039194,0.104719,-0.018411,-0.056040,0.437603,-0.151493,-0.012258,-0.167989,0.106641,0.270989,0.243811,0.058555,0.162131,-0.233261,-0.238550
husqvarna,company,32.000000,32.000000,0.000000,true,0.126178,0.488311,1.538718,-1.550100,-0.225638,-0.228308,0.309432,0.844813,-0.054197,-0.019051,0.317584,-0.760849,-0.299533,0.504908,0.664785,0.379510,0.394568,-0.396082,-0.304330,-0.194154,0.457454,-0.068528,-0.166350,0.156338,-0.594191,0.513989,-0.461631,-0.331114,-0.073138,-0.140640,-0.397529,0.246235,-0.188492,0.592762,0.255753,0.015374,-0.059669,0.339234,-1.193623,0.027647,-0.239135,-0.132294,0.357388,-0.443218,-0.507415,0.411096,-0.041108,-0.311444,-0.177776,-0.219716,-0.280154,0.250067,-0.171611,0.200589,-0.375092,-0.304739,0.070624,-0.324272,0.051520,0.014615,-0.054172,0.518385,-0.550872,0.434268,0.537198,0.259026,0.962827,-0.147859,-0.015150,-0.267731,-0.041395,0.124206,-0.132803,-0.244666,-0.117824,0.621346,-0.331427,0.154492,-0.041355,0.131612,-0.076636,-0.091432,-0.650189,0.382974,-0.372684,0.121093,-0.014698,-0.191956,0.144225,0.803646,0.033727,-0.213341,-0.014941,-0.599446,0.116308,0.078101,-0.140221,-0.248826,0.014380,0.213005
skandinaviska enskilda banken,company,31.000000,31.000000,0.000000,true,-0.293505,1.361277,0.315376,0.504641,0.009769,-0.345948,-0.582595,0.115204,0.487830,0.153556,-0.127468,0.045035,-0.444913,-0.090354,-0.393251,-0.238529,-0.223445,-0.180090,-0.040215,0.277685,0.305971,-0.279788,0.224096,0.095553,-0.001942,0.151176,0.112301,-0.050713,-0.007364,-0.004942,-0.061008,0.110853,0.068232,-0.241270,-0.017936,-0.148326,-0.315412,-0.000376,0.000418,-0.165382,0.011955,0.097072,-0.158338,-0.186148,0.017025,0.109098,0.029910,0.023888,0.036632,-0.100800,-0.219276,-0.470762,-0.007514,-0.097251,0.110145,-0.008491,0.090799,0.220843,0.118010,0.230551,-0.054375,-0.090128,-0.013826,0.245955,0.180389,0.071414,0.069029,0.158697,0.139524,0.000948,0.073546,-0.374394,0.020074,-0.283193,0.210790,-0.174963,-0.009172,0.271704,0.258589,0.074504,0.059660,-0.052656,-0.188502,0.199679,0.107572,-0.182789,0.181974,0.156414,0.168857,0.096848,0.257412,-0.055863,0.185883,0.084739,0.157049,-0.013594,0.027378,-0.101859,0.066839,-0.197734
swedbank,company,30.000000,30.000000,0.000000,true,-0.071983,1.903389,0.975214,-0.091476,0.660407,-0.232192,-1.213551,0.229399,0.104794,-0.461815,-0.752246,0.563390,-0.234384,0.395228,-0.597558,0.657725,-0.175273,-0.106989,-0.274587,-0.059782,0.051357,0.515736,-0.572832,0.012739,-0.013678,0.192184,0.000856,0.020233,0.270691,-0.125531,-0.369976,0.089510,0.288455,-0.186661,-0.110582,-0.562605,-0.171195,0.503317,-0.494886,0.029362,0.069641,-0.461873,-0.100891,0.034761,0.015640,-0.471922,0.017313,0.166018,-0.295095,0.381173,-0.109060,0.188314,0.209818,0.398924,-0.336472,-0.145270,0.163343,0.119737,0.055016,-0.372785,-0.415387,0.077089,-0.193973,-0.384910,-0.081969,-0.392163,-0.379716,0.262681,0.108498,0.014959,-0.071152,0.175683,0.369488,-0.092398,-0.201954,-0.438676,0.226068,-0.231818,-0.223030,-0.009003,-0.010887,-0.103962,-0.249603,-0.306932,0.292845,0.471067,0.098226,0.325440,0.068089,-0.038412,0.198853,-0.323764,0.083337,0.068485,0.200355,0.130381,-0.171558,0.334576,-0.363880,-0.040483
sveriges radio,company,27.000000,27.000000,0.000000,true,-0.278512,0.826206,-0.431470,0.447929,-0.003471,-0.545866,0.012719,-0.158652,-0.015738,0.301011,-0.379474,0.315320,0.648495,-0.058523,0.340099,-0.374437,-0.262910,0.251689,-0.504502,-0.045619,0.021006,0.223748,0.935082,-0.093833,-0.143265,0.316696,0.205935,0.248188,0.095793,0.180384,0.153358,0.225453,-0.316158,0.049989,0.498526,0.059238,-0.327175,0.078136,0.694285,0.202774,0.207127,-0.228789,0.302008,0.197233,-0.140245,-0.554731,-0.017529,0.098269,-0.155509,0.054557,-0.297356,0.484342,0.376924,0.204582,-0.276900,-0.428825,-0.392033,-0.005739,0.081067,-0.247598,0.173801,-0.035655,0.420597,-0.088445,0.071076,0.014491,0.203080,0.122788,-0.414240,0.552152,0.130045,0.003870,-0.041592,-0.084765,0.089013,-0.088921,0.190938,0.223986,0.008255,0.004764,-0.205275,-0.211631,0.309109,0.281315,-0.096065,0.102173,0.227073,-0.115425,-0.054983,-0.260186,-0.081721,-0.360337,-0.003423,0.198749,-0.062491,-0.079035,0.409841,-0.370156,-0.113670,-0.227505
atlas copco,company,26.000000,26.000000,0.000000,true,-0.751802,0.759716,0.215889,-0.448514,0.432470,0.299664,-0.438241,-0.181859,0.037780,-0.159947,1.211182,0.196313,-0.173904,0.742415,0.372068,-0.206480,-0.228691,0.575700,-0.373607,-0.391579,-0.141350,0.459055,-0.602695,-0.092901,0.031719,0.386871,-0.066744,0.246815,-0.345249,0.112178,-0.146595,0.503726,0.072695,0.108942,-0.179531,0.121970,0.167840,-0.319062,-0.144118,-0.053480,-0.008649,0.028366,-0.405012,-0.008044,0.014593,0.591706,0.071670,0.587227,0.311340,0.153218,-0.327971,0.364837,0.032752,-0.046508,-0.363993,-0.112045,-0.040926,-0.064972,-0.225876,-0.472805,-0.340901,0.174300,0.141238,-0.374180,-0.301539,0.305890,0.520964,-0.471772,0.319992,0.005166,0.143049,0.121787,-0.420380,-0.356192,-0.314974,-0.063684,-0.218786,0.699152,-0.000317,-0.025298,0.167479,0.224689,0.139528,-0.103762,-0.127680,-0.069366,-0.220087,0.390734,0.392949,0.655924,-0.003328,0.128059,-0.112318,0.294757,-0.037033,0.201679,0.143366,-0.198314,0.030484,-0.126069
systembolaget,company,26.000000,26.000000,0.000000,true,-0.811683,1.504264,0.148333,-0.148619,0.107452,0.837474,-0.007345,-0.286279,-0.049665,-0.341581,-0.985433,-0.022749,-0.902548,-0.769454,0.189925,0.351134,0.770911,-0.130104,0.121989,-0.093556,-0.874207,-0.502117,0.024990,-0.680757,0.002432,0.042576,-0.340615,0.410173,-0.674232,-1.018639,0.425208,-0.037146,0.127691,0.082476,0.508910,0.427080,0.073019,0.859837,-0.039159,0.045991,0.287567,0.275459,-0.049875,0.755574,0.233152,-0.077196,-0.225575,-0.417327,-0.255224,-0.250780,0.705757,-0.179639,0.717025,-0.147215,0.412117,-0.162394,-0.100038,-0.178345,-0.091926,0.233757,0.382213,-0.376406,0.103636,-0.522968,-0.318781,-0.292666,0.329590,-0.444263,-0.509075,0.040272,0.095663,-0.134961,-0.758363,0.005690,0.218102,-0.019168,-0.031895,-0.135090,-0.045020,-0.507100,-0.549114,0.387182,0.278934,-0.083629,-0.153664,-0.401110,-0.019482,-0.042043,0.134510,-0.222161,-0.294301,0.191148,-0.185385,-0.131026,-0.113325,0.257056,0.149486,-0.161458,-0.190599,-0.236288
vattenfall,company,26.000000,26.000000,0.000000,true,-0.609286,1.898640,-0.064599,-0.067878,-0.038628,0.242014,-0.476242,0.072581,-0.056628,-0.113648,0.825610,-0.307709,-0.488860,0.222848,-0.158745,-0.211316,0.238553,-0.706393,0.198235,-0.111637,-0.274764,-0.058342,0.234075,-0.574569,0.152115,-0.469075,0.179708,0.165776,0.600946,0.214450,0.136793,0.012101,-0.122329,-0.283322,0.468883,-0.192473,0.340804,-0.070345,-0.011544,-0.148656,0.099193,-0.308002,-0.026705,-0.567653,-0.483389,-0.236572,-0.610601,0.252092,0.117259,0.090867,-0.244081,-0.217199,0.047461,0.420258,0.029151,-0.057614,0.035037,-0.686429,-0.147117,-0.430685,-0.023355,-0.265486,-0.071925,0.260158,-0.735652,0.148477,0.015880,-0.328782,0.524956,-0.145941,-0.088314,0.059348,-0.078793,0.217287,0.611306,-0.027646,0.065183,-0.109832,-0.221699,-0.134756,0.361180,0.173684,0.700670,0.412888,0.251655,-0.342892,-0.201939,-0.018486,0.482390,-0.265294,0.316446,-0.086037,-0.231386,-0.041727,-0.129732,-0.222903,-0.131800,0.106043,0.423676,-0.018975
handelsbanken,company,25.000000,25.000000,0.000000,true,-0.232486,2.138896,0.460376,-0.212784,1.119862,-0.072085,-1.344154,-0.616079,0.121755,-0.348721,-0.067655,0.626713,-0.119365,0.052121,-0.814518,0.419935,-0.585981,-0.189705,-0.463577,0.076552,-0.071842,0.290430,-0.875385,0.275729,-0.194292,-0.099873,-0.475176,-0.207038,-0.402123,0.048788,0.093577,-0.035711,0.394373,-0.290328,0.064563,-0.004437,-0.685639,0.225672,-0.124170,-0.429984,0.298826,-0.525748,0.114909,-0.195776,0.605353,0.059758,-0.110902,-0.381599,0.014645,0.267917,-0.502782,-0.130637,-0.190875,0.453499,-0.267138,-0.226065,0.185148,0.171295,-0.463519,0.141364,-0.218856,-0.021075,-0.145156,0.257086,-0.177274,0.110237,-0.359826,0.110087,0.151077,-0.013267,0.153425,-0.183903,0.240856,-0.129420,0.067415,-0.388037,-0.104894,-0.404283,0.110978,-0.102177,-0.404912,-0.176854,-0.080951,0.025368,0.127279,-0.001890,-0.478423,-0.016037,0.453699,-0.038868,-0.129077,-0.324837,0.119975,-0.077654,0.032332,0.036599,0.198813,0.203021,-0.278636,0.203799
skanska ab,company,25.000000,25.000000,0.000000,true,-0.278289,1.489257,0.021470,-0.495685,0.385420,-0.041895,-0.121969,-0.103512,0.557000,-0.101468,0.277308,-0.105984,0.106865,0.465147,0.046801,-0.313614,-0.175347,0.131730,0.492337,0.395850,-0.138528,-0.211350,0.026689,-0.407103,0.155046,-0.210449,-0.112412,0.094922,0.068092,-0.104548,-0.205037,0.403090,-0.042817,0.148485,-0.111625,-0.181735,-0.059957,-0.416874,0.051761,0.034515,-0.053567,0.063401,-0.099743,-0.379081,0.124311,-0.034333,0.127188,0.138266,-0.189469,-0.057016,-0.066468,-0.024178,0.043718,0.166143,-0.138602,0.055820,0.406357,0.134167,0.090631,-0.046129,0.059277,-0.190300,0.261773,0.017922,-0.159492,-0.000013,-0.132617,-0.088590,-0.233397,-0.280616,0.103218,-0.228113,0.094457,0.034442,-0.202574,0.106098,-0.218341,0.038358,-0.150550,-0.300555,0.014901,-0.115835,-0.263746,0.335799,0.117699,0.245207,-0.032995,-0.131696,0.050202,0.028341,-0.048300,-0.032259,-0.131222,-0.033937,-0.141287,0.206097,0.065214,-0.075164,0.004368,0.110596
assa abloy,company,24.000000,24.000000,0.000000,true,-0.468953,0.618995,0.177510,-0.563300,0.224212,0.173518,-0.473515,-0.497331,0.288253,-0.312061,0.390958,0.204836,0.352610,0.471073,0.800782,-0.203772,-0.160563,-0.051905,0.481430,0.147761,0.042347,-0.319770,-0.102904,0.338067,0.211913,0.260280,-0.071503,-0.232842,0.304755,-0.337276,-0.132700,0.321417,0.491966,0.511326,-0.075669,0.217430,-0.009501,0.003029,-0.261854,-0.106720,-0.187612,-0.317921,0.340123,0.124800,-0.176083,-0.035543,-0.123483,0.143835,-0.003814,0.108482,-0.289560,0.178423,-0.138801,0.194411,0.237806,0.223276,-0.360541,0.163007,0.052799,0.323492,-0.334984,0.042072,0.769056,-0.135937,0.071737,-0.096923,-0.060470,-0.053809,-0.084143,0.423617,0.627254,0.033656,-0.358935,-0.401043,-0.040965,0.451573,-0.239842,0.036338,0.531894,-0.160170,0.239559,-0.043466,0.376910,-0.011397,-0.057418,0.379639,-0.124177,0.369884,-0.237573,-0.301022,0.196504,0.164565,0.238072,0.038223,0.108665,0.162824,0.263111,0.156609,0.315138,-0.029980
norrlandsoperan,company,24.000000,24.000000,0.000000,true,-0.205159,0.436289,-0.282102,-0.130684,-0.586243,-0.705094,0.557975,0.140316,-1.263666,-0.694722,0.177057,-0.206505,0.697092,-0.735410,-0.037984,0.150705,-0.153427,0.323524,-0.199587,-0.927319,0.300686,0.469500,0.257209,-0.141038,1.060762,0.169009,0.469992,0.496232,-0.982740,-0.178891,-0.308442,0.205573,0.774692,0.626450,0.286205,-0.904093,-0.088530,-0.177779,0.049252,0.003855,0.405392,-0.760078,-0.626663,0.336674,0.074364,0.915941,-0.639586,-0.519668,-0.031257,0.280093,0.194438,0.579269,0.113258,-0.269970,0.425224,-0.111411,0.287081,0.658582,0.491766,-0.351967,-0.270384,0.126720,-0.147105,0.030938,-0.448329,0.399582,0.532258,-0.100216,0.190585,0.292512,0.247438,0.249378,0.079592,0.697449,0.434530,-0.192360,-0.565017,0.145983,0.065434,-0.940927,-0.064633,-0.305130,0.073721,0.335213,0.015671,-0.006283,0.256029,0.236410,-0.393064,0.073653,-0.477597,-0.071487,-0.331462,-0.053049,0.308727,-0.315163,0.266187,0.219794,0.442473,-0.000146
