word,category,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
klubb,game,0.125105,0.004445,-0.022448,-0.036825,0.210716,-0.124730,-0.198827,0.078570,0.053884,-0.020290,0.116829,0.138232,0.198115,0.149859,-0.093215,-0.006090,0.089644,0.000263,-0.024905,0.064635,0.018324,0.085171,-0.073619,-0.033022,-0.064982,0.130868,0.181133,-0.035655,0.119587,0.079699,0.122992,0.216680,0.084421,0.010487,-0.052438,0.057793,0.034496,-0.018902,-0.040800,0.033203,-0.207656,0.064265,-0.053729,0.019766,0.126472,-0.034535,0.041750,0.038067,0.095614,-0.012590,-0.097406,0.100908,-0.028048,0.031841,0.066661,0.094399,-0.019024,0.033082,-0.058478,-0.016078,0.034762,0.046784,-0.027021,0.171840,0.011335,0.028058,0.054892,0.017379,0.116430,0.046102,0.039454,0.028093,-0.094958,-0.016138,0.011381,-0.047986,0.024504,-0.001123,-0.095988,0.035121,0.094704,-0.044171,0.018467,-0.108907,-0.031530,0.114368,-0.012068,0.104578,-0.106212,0.058787,-0.072761,-0.033771,0.064037,-0.007880,-0.018671,-0.044975,-0.116928,-0.039186,0.007304,0.006943
gran,game,0.366759,-0.035320,-0.300202,-0.175941,0.156912,0.158822,0.003420,-0.233330,-0.061395,-0.144993,-0.142130,0.118294,-0.390260,-0.070311,0.414881,-0.050369,0.237490,-0.131494,0.099140,-0.299176,-0.261248,0.073145,0.255055,-0.006999,-0.183527,0.346886,-0.140699,-0.030606,-0.062913,0.167486,-0.164597,-0.053313,0.169497,-0.201362,0.073539,-0.015165,-0.109233,-0.032909,0.039134,-0.016827,-0.174312,-0.039844,-0.089969,0.038670,0.011336,0.125452,0.061081,-0.023772,0.058588,-0.035269,-0.069616,-0.013805,0.013270,0.108000,0.063084,-0.176396,0.003289,0.044922,0.004009,-0.141129,-0.099791,0.031362,-0.021504,-0.081262,-0.123585,-0.048055,0.001348,0.168711,0.032591,-0.136540,-0.093059,-0.084606,-0.040993,-0.010361,0.005750,0.019485,0.062390,0.065183,0.025344,0.101975,-0.068836,0.021089,0.042759,0.048930,-0.023406,-0.022064,0.045200,-0.001368,-0.077260,-0.050203,0.005932,0.225435,-0.030681,-0.116554,-0.136310,0.030643,0.009753,0.060657,0.012167,0.044608
kung,game,0.427236,0.337489,0.129508,-0.112649,0.196048,0.147630,-0.088581,0.018997,0.146756,-0.068485,0.660539,-0.475176,0.103423,0.301737,-0.012396,0.458313,-0.208014,-0.091320,0.003319,0.151995,-0.136437,0.034509,0.201787,0.244418,0.043459,0.073792,-0.126864,0.041342,-0.092544,-0.108380,-0.213443,-0.025827,-0.009676,0.103575,-0.048663,0.010249,-0.045239,0.106330,0.062461,-0.013792,-0.090135,-0.051418,0.003064,0.043026,-0.082974,-0.037550,-0.021433,-0.022418,0.008851,0.035202,0.003365,0.065748,0.026214,0.022259,0.018666,0.060504,0.019096,-0.042985,-0.088530,-0.024033,0.026878,0.025743,-0.019527,0.014993,0.035984,-0.020438,0.010966,0.051844,-0.045956,0.009427,-0.019169,-0.018338,-0.076361,-0.005879,0.012642,-0.024352,0.037274,-0.008527,0.006223,-0.012746,-0.011158,-0.018570,0.009975,-0.030558,-0.020240,0.038653,0.019343,0.023203,-0.012515,-0.041834,-0.014205,0.010992,0.011495,0.023135,-0.011056,-0.025266,-0.007435,-0.013258,0.035072,0.035704
arena,game,-0.065937,-0.145121,-0.067453,-0.092910,0.171812,-0.131260,-0.131969,0.137637,0.102579,-0.173019,0.221074,0.133829,0.199185,0.270039,0.156987,-0.033729,0.024045,0.077682,0.053846,0.038756,-0.047430,0.123709,0.010239,-0.040556,-0.079273,0.330358,0.212510,0.021354,0.071857,0.021448,0.068103,0.010911,-0.013605,-0.230644,0.017552,-0.062756,-0.032761,-0.052903,-0.141568,0.106212,-0.123994,0.070828,-0.061519,0.003341,-0.047936,0.056893,0.017117,-0.031729,-0.196072,-0.078761,-0.058610,-0.060009,-0.099003,-0.043174,-0.075637,0.140545,0.043383,-0.058898,0.000090,-0.045068,-0.006158,-0.039028,-0.022832,-0.109396,-0.028630,-0.137177,0.082230,-0.112054,-0.093385,0.047543,-0.020938,-0.070693,0.081847,0.076390,0.041973,-0.060834,0.112923,0.063369,-0.177944,-0.114398,0.003960,-0.067625,-0.071159,-0.009043,0.133753,0.080764,-0.055761,-0.150800,-0.063980,0.015388,0.010141,-0.018728,-0.036754,0.062530,-0.061143,-0.077441,-0.189528,0.121530,-0.040326,-0.067800
rock,game,0.244233,0.032080,-0.509060,-0.263564,-0.018186,-0.055662,-0.004500,0.232190,0.044849,0.152988,-0.015783,0.190126,0.146719,0.237437,0.005127,-0.044565,-0.068542,-0.124770,0.028143,-0.015393,-0.122932,0.285321,-0.065149,-0.160364,-0.025826,-0.193762,-0.030973,0.071855,-0.192850,0.019006,-0.091013,-0.170757,0.044091,-0.051937,-0.148419,0.050391,0.131252,-0.008765,-0.177103,0.155376,0.058244,0.164504,0.216345,-0.198531,-0.019451,0.283050,-0.016307,-0.047918,0.064103,0.294951,-0.100725,0.051368,-0.018747,0.104292,0.279195,0.069797,-0.008633,0.244658,-0.144079,0.085532,-0.202236,0.076866,0.087591,-0.057494,0.162676,-0.028303,0.095542,0.184576,0.091334,0.034427,-0.020939,-0.011345,-0.150838,0.236526,-0.020605,0.039837,-0.156643,-0.021290,0.027418,0.070798,-0.038680,-0.082856,-0.071463,-0.009701,-0.091776,-0.042609,0.029153,-0.106249,0.099022,-0.023074,-0.013491,-0.077118,-0.127648,0.012532,-0.102837,-0.134624,0.005581,0.025598,0.067383,0.020387
lastbil,game,-0.027168,-0.019584,-0.055847,-0.025555,0.119011,0.105899,-0.028794,-0.011761,0.033613,-0.075192,-0.079377,0.035938,-0.043914,0.037580,-0.011842,-0.084891,-0.046781,-0.081772,0.140611,-0.006954,0.016701,-0.041560,-0.192903,0.075916,-0.025065,-0.038605,-0.044963,0.005489,-0.048325,0.038381,0.051794,-0.070248,0.120381,-0.006147,-0.020688,0.068729,-0.051357,0.000618,-0.046040,-0.079756,0.004697,-0.041325,0.086431,-0.136222,-0.129034,-0.145491,-0.008611,0.081046,0.004608,-0.056638,0.018984,-0.008123,0.042740,0.040370,-0.024460,0.041848,-0.053355,-0.105587,-0.057555,0.094400,-0.020974,-0.002388,0.080582,0.006866,0.039691,0.008967,-0.000130,-0.030540,-0.045858,0.007557,-0.042425,0.020971,-0.084713,0.045699,0.006996,-0.040437,-0.015597,0.076821,0.024764,0.068177,-0.017214,-0.027442,-0.042741,0.011567,0.050973,-0.005982,0.058977,0.019391,-0.020642,-0.055618,0.044072,0.002864,0.032374,0.023724,-0.066797,-0.018759,0.030860,0.007943,0.050433,-0.037546
metall,game,-0.007167,-0.125810,-0.140979,-0.088255,0.038096,0.238001,-0.036209,-0.113959,0.096118,0.089041,0.008801,0.129363,-0.013362,-0.024852,0.085063,0.077742,-0.070527,-0.019118,0.041284,0.075155,0.040385,0.014441,-0.035380,0.011954,-0.127250,-0.138210,-0.053680,-0.091669,-0.015411,0.104015,0.019162,-0.036218,0.014690,-0.054442,-0.061107,-0.057062,0.012670,0.026379,-0.149979,-0.021908,0.035877,0.079124,0.063645,-0.000119,0.015048,0.042661,-0.075699,-0.055258,0.093271,-0.074954,-0.037993,0.009300,0.082484,-0.022059,-0.016706,0.052319,-0.023882,0.072008,-0.054489,0.095957,0.027936,-0.011651,-0.077365,-0.063067,0.019307,0.057268,0.009817,0.015103,0.053375,0.052014,-0.014411,-0.026945,-0.009672,0.040615,0.018307,0.037505,0.063094,0.027038,-0.057331,-0.035594,-0.084060,-0.082424,-0.030328,-0.022973,0.015990,-0.030601,0.045044,-0.028081,0.033023,-0.046876,0.018953,0.006333,0.058990,-0.070119,0.001349,0.022856,-0.018438,0.036415,-0.011197,-0.005086
rida,game,0.258781,-0.078533,-0.031374,0.117014,-0.247465,-0.084440,-0.160354,-0.033386,-0.266116,-0.255166,0.021209,-0.113752,0.174271,0.294310,-0.114685,0.278807,0.247685,-0.135057,0.065415,-0.300056,0.042167,0.000444,-0.136402,0.238789,0.025015,-0.163026,0.088266,0.241509,-0.068340,0.023202,-0.071049,0.086057,0.323164,0.243503,-0.165657,0.111145,0.042013,0.091816,-0.016098,-0.231893,0.158514,0.066187,0.189384,-0.141175,0.125876,-0.100063,0.035710,0.074020,-0.107072,-0.085391,-0.148501,-0.225721,-0.096429,-0.004719,0.150878,-0.061857,-0.003740,0.127972,0.196090,-0.066837,-0.058290,-0.109749,0.059492,-0.019041,-0.029669,-0.228648,-0.000542,-0.004642,-0.091532,-0.092539,0.014079,-0.119994,0.104999,-0.135043,0.089813,0.045492,-0.194895,0.087388,-0.046032,-0.104865,0.198307,-0.061796,-0.019487,0.055383,0.192066,-0.080501,0.034233,0.056692,-0.118168,-0.134277,-0.065345,0.040451,-0.041755,-0.009063,-0.120698,0.081337,-0.049737,0.038504,-0.035029,-0.165384
best,game,0.131684,-0.035575,-0.337928,-0.197651,-0.060010,-0.122713,0.198395,0.381119,-0.078747,0.048302,0.213327,-0.035938,-0.180190,-0.101069,-0.088311,-0.016805,0.004639,-0.048457,-0.021465,-0.048919,-0.181919,0.061882,0.082951,0.102664,-0.028574,0.165321,0.172686,-0.072628,-0.065439,0.051542,-0.019263,-0.010870,0.041725,-0.176394,0.027046,-0.076420,0.101957,-0.053808,-0.142731,-0.123800,-0.169601,-0.029950,0.144454,-0.071482,-0.000264,0.125194,-0.150584,0.085673,-0.041573,-0.018386,0.040089,0.095531,0.035269,0.149476,-0.039275,0.114750,-0.180525,0.034716,0.127220,-0.212230,0.036923,0.125370,0.279752,-0.037430,0.062702,0.101958,-0.247565,0.128381,0.095107,0.065420,-0.061145,0.025321,0.053075,-0.143253,0.013714,0.026502,-0.066280,0.127888,-0.018459,0.039880,-0.103434,-0.011533,0.003606,0.096752,0.027817,0.071549,0.067231,-0.050262,-0.064613,0.039403,-0.028608,-0.134030,-0.176982,-0.042040,-0.024482,0.074338,0.113664,-0.115786,0.077885,0.085307
slott,game,0.214813,-0.100151,-0.059660,0.246297,0.230529,0.292596,-0.078010,-0.001716,0.214125,-0.284339,0.302993,-0.147626,0.073901,0.138066,-0.212563,-0.212618,-0.119124,0.101387,-0.059622,-0.166778,0.133218,-0.137455,-0.115442,-0.079374,-0.160999,0.001718,-0.144058,0.156837,-0.158868,0.003141,-0.077116,0.048104,-0.156889,-0.057204,0.029990,-0.113112,-0.038628,0.085203,-0.008991,0.052907,0.074486,0.119779,0.116435,0.021218,0.058564,0.001646,0.019300,-0.126883,0.080233,-0.056391,0.009508,0.007902,-0.053166,-0.041412,-0.032649,-0.037753,-0.019200,0.005476,0.147558,-0.010608,-0.028263,0.038674,-0.030625,-0.085621,0.024283,0.010641,0.104337,0.036202,0.079560,0.072804,0.016328,0.068260,0.165174,0.044665,0.050384,-0.023693,-0.048073,-0.052255,-0.079851,-0.001939,-0.046986,0.032025,0.006621,0.071342,-0.000694,-0.061189,0.050522,0.008692,-0.047681,0.036717,0.008104,0.018426,0.047557,-0.095209,0.037241,0.040890,0.038547,-0.014425,0.013976,-0.072066
posta,game,0.001214,-0.064518,0.056366,0.173093,-0.264396,-0.275949,-0.176410,-0.010349,0.009473,-0.093828,0.042852,0.212741,-0.221714,-0.030340,-0.150472,0.145118,-0.047335,-0.116137,0.043380,-0.033468,-0.095860,0.017945,-0.136991,-0.004683,0.009741,0.056257,-0.035053,0.068978,0.009421,0.001387,-0.095466,-0.007102,0.054309,-0.076070,0.154494,0.071801,0.100796,-0.043063,-0.091902,0.021330,-0.007873,-0.051902,0.123713,0.020146,0.140420,0.057081,0.257709,0.055594,-0.011824,-0.026511,0.000476,0.084774,0.059800,-0.044086,0.020635,-0.037170,-0.054129,0.007331,-0.076449,0.009068,0.036897,-0.009460,0.069512,-0.053620,0.009692,-0.042473,-0.066441,-0.120954,-0.002184,-0.138209,0.082896,-0.098511,-0.008142,0.121970,0.035513,-0.138719,0.059322,0.078651,-0.046257,-0.229917,-0.003489,-0.016401,-0.007299,-0.052458,-0.006024,0.004099,0.002079,0.032600,0.013745,0.120585,0.084849,0.032803,-0.017891,-0.031112,-0.097639,-0.006583,0.045217,-0.072345,-0.084811,0.004243
farbror,game,0.121605,0.363307,0.151538,0.005102,0.017353,0.093620,0.025423,-0.032819,-0.047708,0.073971,-0.002892,0.030820,-0.039569,0.089935,0.036801,0.014946,-0.031577,0.058365,0.008655,0.013217,0.064935,0.047116,0.004156,0.000263,0.014615,0.031237,-0.085460,-0.021250,0.030067,-0.071910,0.059646,-0.047142,0.018132,0.052958,0.010518,0.053447,0.059649,0.024976,0.008558,0.050910,0.074916,0.021595,0.069869,-0.006183,-0.003769,0.039225,0.035488,0.042848,0.016451,0.000274,-0.022973,-0.016541,0.012279,0.073365,-0.006637,-0.082702,0.022254,-0.080633,-0.009152,0.032849,-0.044199,-0.050430,0.031882,-0.031461,0.022733,0.011150,-0.001808,0.019686,0.012871,-0.032951,-0.051303,0.044407,0.016515,0.019052,0.010694,-0.014879,0.053049,-0.039540,-0.036922,-0.000505,0.027357,-0.010795,-0.004425,-0.023335,0.001031,-0.007156,-0.009528,0.009724,0.009982,-0.005512,-0.006355,-0.030593,0.061612,-0.027655,0.022740,-0.019563,-0.016061,-0.056723,-0.033913,0.007810
storm,game,-0.017339,-0.130642,-0.120402,-0.048240,0.008561,-0.092470,0.203896,0.150450,0.028077,-0.066938,0.139376,-0.004890,-0.031065,0.019859,0.155047,-0.004175,0.077981,-0.096739,0.058903,-0.042671,0.019650,-0.153463,0.031125,0.060383,0.010637,0.047898,0.065065,-0.214044,-0.016342,-0.021919,0.033492,0.023084,0.174418,0.014278,0.083726,-0.019117,0.022832,-0.055013,0.036596,0.024789,-0.003062,-0.053478,-0.132749,-0.113200,0.033246,-0.062133,0.100886,-0.011342,-0.127239,0.134342,0.134936,-0.074473,-0.008114,0.013356,0.165408,0.038445,-0.138772,-0.042553,-0.056984,0.029511,-0.065949,0.004097,-0.128907,0.026148,0.065877,-0.156063,0.081838,-0.026359,-0.079662,0.044278,0.126643,-0.228387,-0.030063,0.004760,0.058544,0.088152,-0.045480,-0.016877,0.063893,-0.054260,0.053179,-0.046774,-0.020370,0.123869,0.073194,-0.043319,0.109019,0.125191,0.022491,-0.001323,0.032014,0.076507,0.088939,0.085661,0.045929,0.014944,-0.014910,-0.066741,0.106744,-0.072359
elev,game,0.292341,0.104649,0.358659,-0.047709,0.078535,-0.077121,-0.145895,-0.100281,0.058630,0.005606,-0.028058,0.116239,-0.119598,0.022432,-0.076802,0.072640,0.083534,-0.289682,0.150975,0.248919,-0.065464,0.197636,-0.061972,0.181170,-0.014849,0.085806,0.137167,-0.027540,0.178645,0.138274,0.121218,0.182029,-0.099039,0.104883,0.134107,-0.019805,-0.300224,-0.051449,0.349912,-0.012229,0.305321,0.068578,-0.344306,-0.198647,-0.008427,-0.157039,-0.293428,0.242207,0.244286,-0.038907,-0.176115,-0.038035,-0.339062,0.008400,-0.009713,-0.142381,-0.122665,-0.040534,-0.004691,0.019443,-0.018963,-0.065041,0.003436,-0.054812,0.145949,-0.071025,-0.030159,0.108869,-0.057807,0.187623,-0.046224,0.209665,-0.085928,-0.011446,0.202628,-0.070721,-0.004548,-0.131124,0.039355,-0.155714,-0.139375,-0.020294,0.035618,-0.087366,-0.000257,-0.060326,0.034410,-0.060512,-0.038224,-0.062739,-0.065417,-0.143917,-0.015918,-0.028967,-0.112620,-0.059322,0.015381,-0.058909,0.017665,0.064920
lord,game,0.133004,0.389283,-0.195015,-0.071013,-0.099675,0.127656,0.247106,0.288800,-0.154768,0.032503,0.235491,-0.219443,-0.034910,0.087581,-0.593319,0.142837,-0.587321,-0.233060,0.025959,-0.262161,-0.053764,0.123638,0.040473,-0.136679,-0.131901,0.250272,-0.117751,-0.268745,0.267894,0.225747,0.065660,0.309604,0.156639,0.031640,0.273204,-0.085809,0.087086,0.039205,0.138746,0.244516,0.347130,-0.105108,-0.206764,0.029702,0.098375,0.386917,0.221038,0.170609,-0.295876,0.025270,-0.065580,-0.205891,0.048000,-0.035971,-0.003111,-0.026548,-0.086414,0.096881,0.058991,0.196061,0.129973,0.126176,0.225666,-0.097926,-0.026771,-0.022927,-0.072552,-0.059807,-0.009285,0.026945,-0.078778,-0.069800,0.114183,-0.083005,0.058028,0.165172,-0.006254,0.053630,0.015416,0.077368,-0.009502,-0.029455,0.144731,0.076422,-0.047727,0.002081,0.020858,-0.125528,0.075920,0.031320,0.012011,-0.003123,0.057880,0.037425,0.107755,0.023919,-0.019104,0.072089,-0.026483,-0.024127
verklig,game,-0.108632,-0.063250,0.130064,-0.260012,0.051758,-0.075391,0.101943,-0.048094,-0.046545,-0.023445,0.082093,0.017561,0.010481,-0.040918,-0.017234,-0.056092,0.011873,0.061485,0.049215,0.017218,-0.028931,-0.050879,-0.022335,0.008589,0.004458,0.008136,0.007383,-0.039876,-0.100823,0.000497,-0.008423,0.044776,-0.023574,0.021839,0.022571,0.001373,-0.007735,0.012458,0.046468,0.043537,-0.023431,0.026148,0.016429,-0.027314,-0.003478,0.009233,0.028774,-0.010599,0.033837,-0.007380,-0.051007,-0.046201,-0.022075,0.021199,0.013277,-0.024895,-0.023265,0.015838,-0.041070,0.015748,-0.011089,-0.057730,-0.035995,-0.010811,-0.020926,-0.051758,0.000253,0.044650,0.020457,0.038767,-0.008147,0.008605,0.026197,0.002572,-0.015160,-0.018079,-0.037320,0.042584,-0.006599,0.033060,0.010509,0.054096,0.026334,0.028025,0.018827,-0.030895,-0.002255,-0.008033,0.057940,-0.000945,0.028980,-0.013128,-0.033459,0.052575,0.011635,0.033316,-0.002479,-0.037122,-0.038102,0.069348
faster,game,0.142932,0.355610,0.118055,0.058493,-0.036721,0.117993,0.051393,0.147683,-0.068866,0.031007,-0.104111,-0.006238,-0.060549,0.010274,0.072702,-0.070498,-0.049044,0.079851,-0.017799,-0.094179,-0.002186,-0.033348,-0.026006,0.089424,-0.049957,0.009417,0.008162,-0.057548,-0.015266,-0.010865,-0.037223,-0.036714,0.058294,-0.010673,-0.023451,-0.025306,-0.000036,0.048021,0.028874,0.127909,-0.003366,0.034925,0.039228,0.040591,-0.053643,0.007031,-0.017563,-0.018327,0.010376,0.008859,0.014423,0.035446,0.024266,-0.029646,-0.049524,-0.074808,0.023256,-0.094072,0.057718,0.013738,-0.077710,-0.080745,0.016133,-0.074835,0.021979,0.002209,-0.056119,0.012373,0.000430,-0.025104,-0.039412,0.001819,0.019803,-0.023733,-0.028137,0.008155,0.072281,-0.027215,0.002486,-0.024187,0.076282,-0.016324,-0.003408,-0.072152,-0.001453,-0.014331,0.014211,-0.011047,-0.010741,-0.015447,0.004742,-0.045319,0.072786,0.019328,-0.010995,0.061032,-0.050473,-0.006763,-0.008513,-0.016474
stål,game,0.273713,-0.310436,-0.324918,0.032408,0.035755,0.329668,-0.011545,-0.180498,0.197926,0.186858,0.109667,0.102383,0.026819,-0.123762,0.228512,0.219238,-0.320159,-0.076059,0.020671,0.155904,0.239882,0.015918,-0.064605,0.139028,-0.241375,-0.178189,-0.055901,-0.267340,-0.057909,0.353663,0.075266,-0.101459,0.067736,-0.136316,-0.038283,-0.109037,0.048277,0.011731,-0.302009,-0.224441,0.022931,0.163689,0.103385,-0.058406,0.016072,0.017328,0.115252,-0.167653,0.072617,-0.162532,-0.106305,0.019276,0.017611,-0.073717,-0.132505,0.083432,-0.077937,0.230749,-0.055058,0.094172,0.129009,-0.181879,-0.247449,-0.139733,0.087995,-0.084793,-0.220799,-0.058072,0.108403,0.000337,-0.147676,-0.023306,-0.046426,-0.205941,-0.029603,0.094376,0.047616,0.023875,-0.014299,0.001481,-0.073265,-0.089865,-0.039455,0.006267,0.036722,-0.024172,0.032361,-0.142594,-0.067795,0.003058,-0.114804,-0.072678,0.086811,-0.072087,0.045042,-0.137633,-0.042642,0.083978,0.050157,-0.095464
jones,game,0.057700,0.241313,-0.355434,0.074293,-0.218043,-0.098314,-0.000189,-0.013761,-0.055525,0.030341,0.055766,0.078799,-0.047726,-0.128621,-0.044661,-0.010685,-0.022919,-0.090140,0.033758,0.055852,-0.089990,0.068098,-0.029746,0.010176,-0.000746,-0.064537,0.030460,0.095037,0.008095,0.132741,0.048985,0.148940,-0.099884,-0.091077,-0.043696,-0.031369,0.031401,0.006710,-0.123647,-0.092821,-0.012808,0.139482,0.086452,-0.033502,-0.025222,0.067391,0.099535,0.025248,-0.019300,-0.057958,0.002468,-0.026408,0.009238,-0.015814,0.042146,-0.209560,-0.049543,-0.022056,-0.035673,-0.002673,0.189069,0.094711,-0.096577,0.134427,-0.043509,0.063933,0.188465,0.088595,-0.041619,-0.009554,-0.067755,-0.041041,-0.004098,-0.127744,-0.039494,-0.066917,0.037491,-0.109796,0.047370,-0.160696,-0.038495,0.078593,0.029016,0.011178,-0.059355,0.037939,0.041433,-0.049642,0.005162,-0.012424,0.004106,-0.047726,-0.012733,0.021526,-0.053423,0.003485,0.045523,-0.027598,-0.002692,-0.014350
morbror,game,0.115723,0.359848,0.140087,0.052188,0.000152,0.105840,0.004944,0.008362,-0.040115,0.067410,-0.018017,-0.016781,-0.063321,0.042230,0.084662,-0.012349,0.017837,0.062287,0.030540,-0.048640,0.083207,-0.002738,-0.001654,0.001658,0.003787,0.015658,-0.064673,-0.014227,0.016832,0.039284,-0.002020,0.000466,-0.024262,0.028861,0.076714,-0.000008,0.044648,0.009545,0.062301,0.031800,0.006172,0.034626,0.063762,0.010578,-0.013833,0.039755,0.036446,0.023299,0.050612,0.028985,-0.032276,-0.019558,0.050948,0.028708,0.028815,-0.084638,-0.021872,-0.072232,-0.006141,0.055171,-0.078719,-0.034033,0.031592,0.009231,0.050176,0.027428,-0.014173,-0.020254,0.007896,-0.036425,-0.037410,-0.008422,0.052554,0.006372,0.000426,0.019675,0.054548,-0.033505,0.012818,0.011309,0.030146,0.024123,-0.010757,-0.033160,-0.013168,0.004619,-0.018014,0.016478,-0.028219,-0.004881,-0.008815,0.025862,0.085880,0.017939,-0.003775,0.001867,0.002512,-0.059277,-0.002491,0.030033
japansk,game,0.022156,0.041127,-0.041290,-0.363510,0.149194,-0.101343,0.011195,-0.145752,0.096818,0.240375,-0.106835,-0.079935,-0.173835,0.009341,-0.005698,-0.002476,-0.008046,-0.032886,-0.100139,-0.111813,0.020840,-0.011232,-0.033207,-0.005685,0.028776,-0.006836,0.071515,0.102842,-0.013810,0.001603,-0.008133,-0.008978,-0.073487,0.011546,0.116273,-0.053162,0.046003,0.061713,0.101242,-0.017395,0.054115,0.051966,-0.011185,0.023266,0.072162,0.026352,0.068070,0.005057,0.020474,-0.005781,-0.002146,-0.020596,0.049516,0.075346,-0.117963,0.122631,-0.019686,0.069517,-0.023885,-0.051079,0.101058,-0.062257,0.012625,-0.075844,0.008376,0.063465,-0.000096,-0.071575,0.101945,0.092746,0.028016,-0.083731,-0.034234,0.003731,-0.003663,0.035741,-0.119285,-0.060923,-0.021020,0.050217,-0.030378,0.073551,-0.026234,0.025824,-0.026426,-0.010925,0.012807,0.010684,0.005637,-0.007043,0.017238,-0.022112,0.015697,-0.073161,0.019215,0.006102,-0.022779,0.031756,-0.023652,-0.013495
fullständig,game,-0.224638,-0.048491,0.120855,-0.146145,-0.026584,0.045043,0.060674,0.003858,-0.039365,0.026186,0.014815,-0.019351,0.012691,-0.015166,-0.027857,-0.001483,-0.016067,0.059920,0.043380,-0.001484,-0.012297,-0.019797,-0.011949,0.018772,0.005568,0.024557,0.024986,0.002363,-0.029259,-0.024159,0.001079,0.005570,-0.004582,-0.019387,0.017947,-0.038526,-0.010901,0.026179,0.027809,0.010753,-0.018629,-0.010961,0.036681,0.010258,0.005938,-0.016870,0.038023,0.004986,0.026483,0.017607,0.025033,0.039644,0.014723,-0.015063,0.010367,0.001218,-0.026408,-0.018555,0.017166,0.003926,0.000941,0.005827,-0.038119,0.020662,0.005291,-0.029307,-0.014348,0.009044,0.017820,-0.010243,0.038493,0.027393,0.005962,-0.004097,-0.003404,0.037611,-0.010634,0.023840,0.007690,0.037061,-0.013023,0.027133,-0.027288,-0.031437,-0.033411,-0.040440,0.021617,-0.003996,0.013724,0.042888,0.029252,0.017462,-0.037044,0.005750,0.000439,-0.020759,-0.016923,-0.035316,-0.027424,-0.020970
minimum,game,-0.168494,-0.172732,0.003402,-0.003968,-0.065223,0.111691,0.039460,0.119846,-0.025315,0.123288,0.063497,-0.050043,-0.051347,-0.043661,0.036035,-0.115837,-0.052053,0.069408,0.041948,0.067552,0.006215,0.040491,0.045990,0.100334,0.076488,-0.043466,-0.114042,0.094068,-0.007950,0.038363,-0.012865,0.056752,-0.034288,-0.026230,-0.067867,0.083795,-0.003357,-0.025015,0.125526,0.004892,-0.072128,-0.044678,-0.005383,0.027038,-0.018968,0.001793,-0.003081,0.033505,0.107695,0.023233,0.046366,0.016668,-0.069059,0.026193,-0.007625,-0.072060,0.053923,0.088332,-0.009521,-0.085548,0.074378,-0.022170,-0.011308,0.047037,0.057355,-0.050760,0.022376,-0.042030,0.062660,0.006487,-0.045060,0.008777,-0.065917,-0.048657,0.003540,-0.055873,0.019459,-0.028172,0.060466,0.018868,0.006118,-0.057126,0.050765,-0.023479,0.064395,0.062046,-0.099322,-0.006756,-0.012268,0.074268,-0.008031,0.020534,-0.031214,-0.070844,0.033274,-0.002143,0.015796,-0.021506,-0.001499,-0.018593
julgran,game,0.064062,0.054805,-0.103122,-0.103404,0.053129,0.167649,-0.086519,-0.094957,0.053856,-0.092882,-0.074680,0.031670,-0.140534,0.099763,0.187382,-0.070994,0.036159,-0.026100,0.042295,-0.164795,-0.138055,-0.010194,0.071294,-0.001851,-0.056211,0.104743,-0.040184,-0.017912,0.041675,0.036519,-0.050413,-0.014019,0.092295,-0.135338,0.053792,0.007844,-0.135576,-0.075615,-0.003593,0.023396,-0.059813,-0.030735,-0.066890,0.079080,0.018306,0.059273,-0.019637,-0.035247,0.034327,-0.028892,-0.020119,-0.038267,0.073158,0.114924,0.054379,-0.052421,-0.021214,-0.038175,-0.055532,-0.075812,-0.082041,-0.022102,0.036854,-0.045630,-0.087073,-0.031534,-0.028721,0.059099,0.078147,-0.085342,-0.040145,-0.050464,0.002806,-0.014031,0.002686,0.055854,0.049695,0.014976,0.045318,-0.022518,-0.048020,0.055429,-0.018742,0.074558,-0.043966,-0.068054,0.058473,-0.063099,-0.075500,0.006815,0.053442,0.144253,-0.045912,-0.011846,-0.020640,0.010078,0.021131,-0.018436,-0.077067,-0.000748
