word,category,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99
semifinal,game,-0.188928,-0.021898,0.015975,-0.005512,0.027726,0.058352,-0.055150,0.067919,0.021467,0.043883,-0.034593,-0.026933,0.063257,0.100613,0.073850,0.025509,0.076938,-0.077247,-0.028826,0.004776,-0.045372,0.033353,-0.067715,0.050774,-0.008183,0.084828,0.132757,-0.025413,-0.005891,0.025278,0.027281,0.018876,0.032092,0.033317,0.029089,-0.046659,-0.012640,-0.018565,0.002323,0.068999,-0.107853,0.062885,-0.028179,-0.057265,0.014538,0.039659,0.028449,0.016524,-0.043536,0.051585,0.004154,0.014099,-0.065675,-0.055034,0.006085,-0.009081,0.033785,-0.013292,0.024719,0.038272,-0.058636,0.031998,-0.021973,0.040966,0.021091,-0.015249,-0.078947,-0.009159,-0.025165,-0.005660,0.018397,-0.039392,0.012875,0.031095,0.126065,-0.078376,-0.004106,0.065409,-0.022655,0.019508,-0.023277,-0.007034,-0.048696,0.053047,0.019845,0.025115,0.031876,-0.044862,0.020862,-0.010095,-0.030227,0.001543,0.042627,0.036051,-0.011509,-0.027811,0.088217,0.040852,0.053076,-0.036690
blair,game,-0.092582,0.161794,-0.170465,0.063166,-0.164339,-0.003144,0.079123,-0.010091,-0.039014,-0.016380,0.057970,0.017877,0.023976,-0.047044,0.023271,-0.031553,-0.027746,-0.062038,-0.031404,0.036107,-0.046600,0.015780,0.003695,-0.022821,-0.009823,0.003160,-0.029496,-0.018095,0.053970,0.051151,-0.020452,0.117566,-0.003557,-0.001205,0.001029,0.065585,0.068847,0.011153,-0.065732,-0.036740,0.071927,0.082096,-0.011418,-0.078633,-0.006130,-0.017669,0.002456,0.039271,0.018171,-0.021155,0.003217,-0.074581,-0.014057,-0.015309,0.021635,-0.009617,-0.063614,-0.014514,0.025930,0.029637,0.054705,0.046825,-0.070484,0.021612,0.019737,0.053198,-0.026863,0.011472,-0.030077,0.039342,-0.009102,0.072151,0.019817,-0.107242,0.032854,-0.019590,0.014476,-0.011858,0.059725,0.030000,0.047298,0.021709,0.083739,-0.042073,-0.025185,-0.002208,0.031044,-0.003936,0.046038,0.055478,0.009576,0.003409,-0.020345,0.009467,0.014945,-0.008034,-0.023054,0.024412,-0.048077,-0.054520
ice,game,-0.094717,0.185874,-1.193788,-0.281592,-0.308277,-0.147093,0.485432,0.595586,0.028299,0.099320,0.117616,-0.087546,-0.150213,0.351587,0.215787,0.153912,0.243808,0.307517,0.071985,0.015622,0.290280,-0.002679,-0.205279,-0.220783,-0.190357,0.443289,-0.227497,0.052112,0.139968,0.143965,0.286355,-0.152694,-0.144089,0.079178,0.180662,-0.059386,-0.383637,0.243302,-0.056241,0.308690,-0.038621,-0.094753,0.247257,-0.297552,0.074957,-0.341375,-0.454412,-0.181020,-0.173094,-0.066868,0.044533,0.009249,0.041930,0.114042,0.166813,0.007507,0.159365,0.063739,0.032612,-0.001503,0.081685,-0.069743,-0.042913,0.086132,-0.104847,-0.083719,-0.130013,0.158553,-0.073300,0.176912,0.038309,-0.016725,-0.103968,-0.019144,0.014272,0.025973,0.089856,0.004462,-0.054737,-0.062058,0.048809,0.106598,0.148292,-0.041585,0.005621,-0.023666,-0.075979,-0.076477,0.017421,0.054714,0.087868,-0.004423,0.041313,-0.015423,0.043602,0.069718,0.047249,-0.057754,-0.035360,-0.043289
faktisk,game,-0.127902,-0.040157,0.112391,-0.209668,0.014233,-0.072328,0.087982,-0.040055,-0.063984,-0.015970,0.009534,-0.018079,-0.001246,-0.028350,0.013025,-0.024924,-0.025189,0.054325,0.059725,0.009200,-0.044642,0.003761,-0.000289,0.012546,0.015920,-0.010852,-0.017389,0.023416,-0.045395,-0.014259,0.023767,-0.011644,-0.013611,-0.007344,0.019830,0.025285,-0.057766,0.009082,0.018582,0.019003,-0.044154,0.044412,-0.006831,0.009527,-0.002961,-0.010747,0.058470,0.023195,-0.002299,0.009703,-0.049426,-0.066902,-0.000640,-0.032538,0.000379,-0.029935,-0.016320,0.000760,-0.025797,-0.001986,-0.000746,0.008576,-0.016285,0.005333,-0.032558,-0.017774,-0.006400,0.053344,0.006187,0.032886,0.016860,0.003079,0.027735,0.015812,-0.035135,-0.014222,-0.019193,0.003186,-0.000630,0.022337,0.011248,0.039027,-0.014236,-0.005631,0.009658,-0.023518,-0.011274,0.034121,0.010557,0.008697,-0.001333,0.007192,-0.027661,-0.009151,0.024610,0.064331,-0.008604,-0.014159,-0.047953,0.020273
hongkong,game,-0.187611,0.141697,-0.086396,0.085080,0.000500,0.025195,-0.035278,-0.013484,-0.038016,0.004505,-0.034771,-0.082819,-0.028969,0.011209,-0.070403,0.004358,-0.037395,0.004680,-0.053011,0.011209,-0.014264,-0.007320,0.003718,0.061831,-0.029719,-0.025784,-0.002556,0.027256,0.037544,0.014826,0.028440,0.016110,-0.033647,0.005372,0.000915,0.049799,0.002052,-0.031025,0.030247,0.014308,-0.005017,-0.025989,-0.051695,0.059738,-0.014870,-0.013497,0.001032,-0.002344,-0.001187,-0.006940,0.016665,0.014661,0.010124,0.019582,0.003666,-0.031412,-0.038438,-0.035197,-0.045593,-0.012528,0.051009,-0.019283,0.017025,0.017390,0.052032,-0.000368,0.034568,-0.027455,-0.005274,0.010004,0.043655,-0.008335,0.017192,-0.049420,0.043823,0.015759,0.009291,-0.031726,0.007475,-0.015417,-0.036669,0.040643,-0.033456,-0.018269,0.013102,-0.000482,0.030197,0.027429,0.060577,-0.002073,0.001068,-0.019202,0.019671,0.025089,-0.057860,0.028127,-0.014857,0.016513,0.022245,-0.014759
each,game,-0.020405,0.003840,-0.268684,-0.020872,0.061615,0.042740,0.210039,0.530818,-0.188571,0.046928,0.047850,0.016153,-0.143720,-0.145615,-0.137097,-0.066226,0.031790,-0.195766,0.171032,0.005982,-0.225097,-0.032166,-0.044146,0.083331,0.116427,0.064256,-0.050807,-0.168529,-0.067805,0.116082,-0.076454,0.010928,-0.088960,-0.102615,-0.271582,-0.003904,-0.058948,-0.053733,0.122060,0.108959,0.146718,0.136422,0.000205,-0.086493,0.102961,-0.094556,-0.210612,-0.145516,0.302893,-0.113800,-0.046037,0.265606,-0.077357,-0.094044,-0.222228,-0.014159,0.099213,-0.220554,0.012965,0.033423,-0.064910,-0.046785,0.233003,-0.014863,-0.000752,0.037410,-0.059886,-0.202109,-0.091187,-0.173997,-0.033411,-0.133918,0.018860,0.060661,-0.104624,0.041501,0.092196,0.208954,0.130664,-0.127179,-0.059824,-0.023217,-0.046156,0.110540,0.024104,0.028433,-0.131754,0.009685,-0.005409,-0.004196,-0.079879,-0.067523,-0.085686,-0.047923,-0.007501,-0.075306,-0.013464,0.024222,-0.052757,-0.105087
isak,game,-0.152223,0.379468,-0.193047,0.088731,-0.161374,-0.021601,0.000232,-0.166102,-0.079552,-0.143949,-0.013568,0.024136,-0.000348,0.067281,0.024068,0.006283,-0.012329,0.003115,0.122101,0.012180,0.043877,-0.063535,0.025444,-0.030305,0.048694,0.032418,0.056398,0.050162,0.011567,0.050462,-0.008873,-0.011108,-0.062557,0.041504,0.032110,-0.043559,-0.005492,-0.022278,-0.002185,0.066724,-0.104314,-0.014004,0.031089,-0.005085,-0.069719,0.049349,-0.047989,0.076331,-0.064357,-0.038857,0.001091,-0.022648,-0.035705,-0.046410,-0.027814,-0.056624,0.062198,-0.037223,0.060944,0.016600,0.029965,0.032647,-0.015592,0.002570,-0.011311,-0.020645,-0.033430,-0.001642,-0.003269,-0.034291,-0.022306,0.012335,-0.169061,0.023893,0.037510,0.027285,-0.042304,0.072321,0.034379,-0.015773,0.032179,-0.026274,-0.028302,-0.014991,-0.023716,0.072365,0.064356,-0.008098,-0.006951,0.043276,-0.050559,-0.016445,-0.094314,-0.000157,0.028687,0.021817,-0.030228,-0.054894,0.023217,-0.026504
stadion,game,-0.099829,-0.059666,-0.042068,0.084686,0.095459,0.058250,-0.058285,0.070899,0.088001,-0.051274,0.083147,0.079426,0.177560,0.196017,0.060365,0.025086,-0.026373,0.039223,-0.026337,-0.050000,0.072081,0.117123,-0.002995,0.011819,-0.079199,0.168161,0.112552,0.078157,-0.007593,0.028651,0.073924,-0.021880,0.042109,-0.136450,-0.049678,-0.033353,-0.015753,-0.031063,-0.037149,0.057649,-0.125669,0.098854,-0.093229,0.036335,-0.124055,0.010214,0.084723,-0.086365,-0.053515,-0.018823,0.106459,-0.024108,-0.045599,-0.009346,-0.079090,0.050827,-0.014820,-0.005417,0.031601,-0.046710,0.034420,-0.054056,0.021653,-0.002802,-0.089501,0.000378,0.158220,-0.133891,-0.015858,0.052745,-0.049073,-0.013233,0.052162,0.068888,0.010971,-0.031602,0.103949,0.017071,-0.093433,-0.011284,0.051912,0.028972,-0.045614,0.046339,0.006288,-0.005018,-0.021293,-0.130580,-0.014489,-0.020971,0.018079,0.052807,-0.031368,-0.066672,0.008715,-0.082811,-0.026095,-0.072035,0.012097,-0.120247
south,game,-0.038304,0.129921,-0.541980,0.166261,0.244459,-0.153237,0.227131,0.286871,-0.384874,-0.064114,0.000732,-0.021706,0.048436,0.084973,-0.169009,-0.075943,0.053685,-0.009931,-0.030796,-0.082733,0.017968,0.071434,-0.038326,0.033678,-0.001121,0.100718,0.225236,-0.058835,-0.056873,-0.089779,-0.063920,0.050774,-0.170559,0.105213,0.029642,0.235916,0.020069,-0.013663,-0.011944,-0.200242,0.157755,0.048905,0.108056,-0.030331,-0.146848,0.212350,-0.013863,-0.043584,0.003973,-0.041000,-0.034023,0.084921,0.024571,0.003891,-0.077686,-0.053472,0.193747,0.122846,-0.128975,0.046342,0.053036,0.047191,-0.038714,0.067818,-0.046792,-0.056168,-0.151605,-0.126933,0.089804,-0.018485,0.036379,0.015052,0.094073,0.078024,-0.061313,-0.031094,-0.118038,-0.158486,-0.028063,-0.072393,-0.000773,0.052439,-0.044568,-0.011821,0.010534,-0.097289,0.021367,0.010751,0.012686,0.045461,0.002701,-0.038040,-0.041206,-0.022083,-0.064701,0.025698,-0.099033,0.010020,-0.032647,0.005659
sea,game,0.139767,0.041923,-1.127422,-0.111483,-0.074775,-0.027418,0.831458,0.656113,-0.131322,-0.112999,0.149860,-0.043765,-0.321807,0.086562,-0.255773,0.138545,0.286037,0.151916,-0.366572,0.226531,0.642992,-0.200776,-0.164834,0.156035,-0.021411,-0.044236,0.191442,-0.022078,-0.329503,0.306876,0.147875,0.075663,-0.026767,0.148980,0.047196,0.123912,-0.209093,-0.081783,0.282125,-0.337342,-0.019956,-0.243987,-0.216020,0.182410,-0.035608,0.009125,0.295984,0.126814,-0.111792,0.066024,-0.173474,0.200948,-0.034079,-0.000674,0.098107,-0.120163,-0.224273,0.050814,0.069996,-0.114762,-0.207813,-0.023497,-0.115400,0.069819,0.054598,0.048932,0.044200,0.139870,-0.107217,-0.145736,0.021598,-0.024729,0.016557,0.164309,-0.055838,0.032300,0.135013,0.071972,0.101188,-0.001180,-0.068568,-0.124606,-0.020573,-0.093919,-0.007030,0.019883,-0.037851,-0.065792,-0.011596,-0.067316,-0.007719,0.101059,0.021949,-0.021917,-0.008061,-0.072989,-0.010028,0.016799,0.046431,-0.008706
blues,game,0.080328,0.015558,-0.293424,-0.106618,-0.023014,-0.112391,0.013685,0.195909,0.033304,0.124098,-0.092873,0.102167,0.105259,0.051196,0.088458,-0.000756,-0.003044,-0.173110,-0.055985,0.103430,0.046632,0.180996,-0.085237,-0.068510,-0.008101,-0.175858,0.193463,0.218461,-0.166021,-0.122421,-0.066679,-0.141112,0.094270,0.171048,-0.096090,0.103264,0.128031,0.020269,-0.116272,0.085320,0.056933,0.004698,-0.023057,-0.073725,0.014121,0.052329,-0.095604,-0.021857,0.192559,0.247757,-0.121472,0.056355,0.080833,0.039361,0.227147,0.098959,0.079854,0.195474,-0.065280,0.070175,0.157772,0.085768,-0.005494,-0.184130,0.110158,0.090183,0.114968,0.089292,0.110575,-0.034992,-0.017247,-0.040414,-0.055551,-0.003948,0.000740,0.034315,0.069370,0.005214,0.033053,0.005157,-0.024463,0.110174,0.016247,-0.029253,0.072463,0.055331,0.091832,0.039020,-0.011574,0.064392,0.047441,-0.159250,0.010634,0.167498,0.029353,-0.003453,-0.018622,-0.030050,0.058896,-0.092607
maximal,game,-0.167982,-0.203368,0.147368,-0.280334,0.001256,-0.011853,0.182876,0.002613,-0.068897,0.075381,0.026836,-0.040735,0.067048,-0.071238,-0.021396,-0.014696,-0.028580,0.140796,0.171316,-0.032921,0.027758,0.023153,0.042050,0.112177,0.115635,0.000528,-0.009537,-0.037073,-0.182786,0.003885,0.012808,0.116876,-0.060944,0.003639,-0.028810,0.039057,-0.039824,0.034219,0.047234,0.078967,-0.071778,-0.004760,0.083092,0.017711,0.045225,-0.015161,0.093518,0.011443,0.114121,-0.011661,0.046534,-0.037484,-0.111161,-0.062569,-0.072381,-0.081795,-0.057291,0.025554,-0.059081,-0.005729,0.030893,0.039133,-0.033931,-0.009192,0.009875,-0.100420,0.006136,-0.009804,-0.015137,-0.022609,-0.080301,-0.029945,-0.026421,0.000368,-0.031237,0.002661,-0.023456,-0.043721,0.042687,0.103975,0.060582,-0.034097,0.059724,0.034354,0.027714,0.011049,0.021300,-0.047747,0.019761,-0.021890,0.047571,-0.010670,-0.065641,-0.012025,0.007233,0.039960,-0.007897,-0.047079,-0.033793,0.003785
sammanlagd,game,-0.172525,-0.095715,0.124214,-0.103051,0.072251,0.068125,0.066527,0.022748,-0.021903,0.010259,-0.019260,-0.015218,-0.002186,-0.012381,0.000846,-0.019030,0.018224,0.063053,0.077078,-0.005694,-0.027145,0.000694,0.011047,0.050559,0.017672,0.044944,-0.023001,-0.015530,-0.098227,-0.005467,0.040320,0.010475,-0.021526,-0.004029,-0.019124,0.030120,-0.006310,-0.012821,0.066268,0.046123,-0.048913,0.010197,0.078249,0.027991,-0.062855,-0.030707,0.009213,0.056944,0.027310,-0.020594,0.061454,-0.014618,-0.029039,-0.062224,0.006378,-0.025325,0.018299,0.075685,0.021424,-0.010257,0.020568,0.061241,-0.000363,0.027504,-0.022366,-0.001460,-0.026826,-0.006671,-0.026201,-0.026429,0.064175,0.036638,0.012622,0.006798,-0.016560,-0.005922,-0.006686,-0.031105,0.006005,0.015901,0.030412,0.021198,-0.008740,0.022749,0.057453,0.000654,0.049776,0.007911,0.029930,-0.021576,0.008180,0.001974,-0.027512,-0.030214,-0.003424,-0.014854,0.016623,0.021675,-0.019915,0.018288
legend,game,0.008775,0.150182,-0.110538,-0.146898,0.037136,0.049107,-0.010842,0.023421,-0.026644,0.025910,0.213173,0.002378,0.030654,0.091645,0.046648,0.066382,0.103189,-0.064273,-0.001002,0.121085,-0.061187,-0.040571,-0.011849,-0.029152,0.047928,0.028714,0.038746,0.047902,-0.030197,0.105709,-0.073855,0.037813,0.081868,-0.062903,0.021350,-0.056221,0.068566,0.095772,-0.111935,0.040196,-0.147235,0.066268,-0.007946,0.031161,-0.005905,0.078103,0.054706,0.017477,0.079072,0.084315,-0.067532,0.000901,-0.013210,0.095134,0.085847,0.118766,0.051039,-0.014088,0.014964,0.033069,-0.010741,-0.183443,-0.003881,0.001676,-0.023729,0.058757,0.061257,-0.002373,-0.027954,0.062936,0.067095,-0.035451,0.069339,-0.089549,-0.004511,-0.070543,-0.036894,0.017470,-0.102293,0.082485,0.044814,-0.024969,0.064142,0.005577,0.102605,-0.135124,0.137446,0.092395,0.012022,0.092894,0.075153,-0.056494,-0.044581,0.041876,0.100858,-0.056894,0.006721,-0.027193,0.011654,0.084077
reason,game,-0.144774,0.040372,-0.148994,-0.038706,-0.077436,0.003128,0.093168,0.250194,-0.081825,-0.057546,0.047282,0.048046,-0.008909,-0.092242,0.063091,-0.011746,-0.056436,-0.095730,-0.026147,-0.032489,-0.065299,0.037878,0.025397,0.048004,0.008989,0.009953,-0.071658,0.149341,0.093267,-0.000389,-0.059766,-0.046207,-0.025109,-0.102744,-0.047518,-0.078771,0.107720,-0.068493,-0.087990,0.033997,-0.044585,0.128739,-0.046549,0.019361,0.091397,0.000586,-0.010687,0.004043,-0.026720,-0.015066,-0.073610,0.009912,0.073580,-0.014506,-0.102827,-0.017507,-0.026433,-0.048283,0.075241,-0.040727,0.031549,0.027950,0.066913,0.022353,0.002900,-0.012603,-0.001919,-0.035747,-0.020982,-0.011726,-0.011425,0.042893,-0.031639,-0.043074,0.076509,0.059775,0.051424,-0.101904,0.067458,-0.012211,0.097453,-0.062840,0.025241,0.078000,0.045660,0.034897,0.044846,0.068329,0.072126,0.063790,-0.100811,0.035009,-0.023487,-0.063421,-0.018287,-0.007996,0.002092,0.047687,0.003701,-0.019407
socialism,game,-0.191519,0.006628,-0.050776,-0.110391,0.000576,0.023238,-0.103784,0.003495,0.037813,0.002664,-0.049827,-0.023405,0.056636,-0.071160,0.011364,-0.040938,-0.070115,-0.008022,-0.010212,0.076454,-0.022257,0.038773,-0.019562,-0.032202,-0.031207,-0.003357,-0.019738,0.058488,-0.058744,-0.098545,-0.027750,0.068690,-0.011145,0.000461,0.009374,-0.016552,0.030600,-0.005225,0.000096,-0.011034,0.080581,0.005123,-0.017672,-0.058513,-0.054628,0.027901,-0.022565,-0.049937,-0.053811,-0.000010,-0.069471,-0.025990,-0.013174,-0.061891,0.038699,-0.025701,0.034511,-0.016525,-0.041335,-0.027812,-0.057621,-0.053582,-0.056753,-0.003675,0.007323,0.084263,-0.006380,-0.013878,0.004149,0.013691,0.017969,0.089098,-0.041557,-0.005856,-0.018648,-0.050050,0.051593,0.055325,0.035127,0.050814,-0.025404,-0.077429,0.026461,0.012451,-0.017361,0.021955,-0.021938,0.012033,0.062155,0.009849,0.055503,-0.003689,-0.022874,-0.009562,-0.010207,0.001362,-0.013667,0.053401,-0.035523,-0.015144
tall,game,0.317552,-0.105672,-0.502991,-0.072391,0.210026,0.192372,0.146439,-0.089962,-0.180875,-0.078245,-0.136012,0.153496,-0.428324,-0.219390,0.335262,0.163961,0.354695,-0.233499,-0.044695,-0.266056,-0.209475,0.138469,0.390311,0.026328,-0.237989,0.311172,0.003184,-0.019841,0.029557,0.024257,-0.099256,0.002101,0.053388,-0.197521,-0.017056,0.005105,0.051196,0.161097,0.054930,-0.108085,0.035688,-0.042125,-0.010993,-0.023183,-0.122306,-0.000378,0.102681,-0.045264,0.025804,0.051235,0.164075,0.070041,-0.045415,-0.006143,-0.044982,-0.130468,-0.017741,-0.015021,0.002209,-0.005405,0.004305,0.056389,-0.019350,-0.087648,0.031701,0.034515,-0.024974,-0.081929,0.082734,0.136500,0.040252,0.041899,-0.017859,-0.020572,0.095009,-0.055805,0.015682,-0.090521,-0.019197,0.063612,0.023406,-0.053052,-0.068721,-0.076018,0.039917,-0.042695,-0.022029,0.018854,0.024225,0.035378,0.019559,-0.049195,0.023556,0.057479,0.016239,0.027215,0.015482,-0.051651,0.117280,-0.022346
kapitalism,game,-0.189503,0.021033,-0.050584,-0.075918,-0.030221,0.093953,-0.114007,-0.020205,0.040978,-0.043884,-0.046220,-0.021725,0.056845,-0.085818,0.010634,-0.015169,-0.062376,-0.014631,-0.003945,0.049289,-0.008002,0.007695,-0.007298,-0.013674,-0.046711,-0.022812,-0.036548,0.062241,-0.004239,-0.046185,0.026961,0.083609,-0.000198,0.000510,0.019204,-0.026562,0.035402,-0.042556,-0.023916,-0.020101,0.048972,0.050495,-0.007401,-0.010653,-0.007654,0.050831,0.018101,-0.080570,-0.051591,-0.061385,-0.094847,-0.019944,-0.009478,-0.022527,0.069578,-0.028038,-0.000756,0.003998,-0.014760,0.022774,-0.020381,-0.047854,-0.033121,-0.032012,0.001955,-0.007242,-0.015200,-0.017073,0.090620,-0.015226,0.071465,0.039708,-0.053563,0.055084,0.000790,-0.007746,0.064369,0.026946,0.028250,0.043739,-0.023713,-0.030007,0.012655,0.067404,-0.005499,-0.002239,0.006966,-0.026023,0.049282,0.033475,0.016562,0.008525,0.017832,0.012629,-0.016951,0.011602,0.014365,0.064943,-0.017914,-0.034726
oändlig,game,-0.108999,-0.190671,0.117949,-0.179679,0.017848,-0.057098,0.148562,0.021236,-0.086604,-0.033047,0.033942,-0.000459,-0.004791,0.023004,0.017306,-0.042044,-0.034652,0.055896,0.058682,0.038334,-0.025060,-0.044860,0.005174,0.030207,-0.055588,-0.048097,-0.057315,-0.003788,-0.127908,-0.057759,0.107588,0.043646,-0.015096,-0.037681,-0.001125,-0.077874,0.104747,-0.079948,0.079367,0.056340,0.018306,0.074768,0.007039,0.104646,0.018063,-0.010182,-0.029433,0.075375,0.042676,0.000811,-0.014994,-0.014979,-0.000835,0.015816,-0.005669,-0.027068,-0.066317,-0.004495,0.042336,0.058979,0.024561,-0.080029,-0.052958,-0.042484,-0.056249,-0.003864,-0.058608,-0.063550,0.037493,-0.050262,0.043306,-0.039194,-0.046746,0.041348,0.023880,-0.038569,0.012306,-0.027390,-0.096579,0.055529,-0.056224,0.038003,0.004594,-0.061976,-0.030601,-0.100949,0.009226,0.012057,0.080409,0.001693,0.013678,-0.003178,-0.022164,-0.031394,-0.017644,-0.054526,0.023316,-0.010323,0.007247,0.018794
relativ,game,-0.152436,-0.141206,0.120615,-0.180827,0.082039,-0.007207,0.108329,-0.000071,-0.093799,0.023388,0.036410,-0.038956,-0.013080,-0.031498,-0.041985,-0.036270,-0.056055,0.074095,0.077748,0.062153,-0.075917,-0.030196,0.090875,-0.016612,-0.006056,0.031489,-0.006988,0.061505,-0.089752,-0.012690,0.092654,-0.002045,-0.043995,0.023436,0.001616,0.019496,-0.011935,-0.007616,0.007836,-0.055337,-0.027271,0.079285,0.078747,0.020890,0.007173,-0.013662,0.004300,0.031723,-0.018835,-0.051499,-0.005055,-0.040902,-0.047377,0.025789,0.024228,-0.115482,-0.005951,0.020531,0.002597,0.026684,0.007451,0.071303,-0.065463,-0.077604,0.054794,-0.058496,0.012918,0.000070,0.045605,0.016996,0.077818,-0.000677,-0.057325,-0.076350,0.067369,-0.074942,0.077742,-0.046196,-0.026887,0.047077,0.002112,0.007408,-0.057755,-0.056413,0.012254,-0.056701,-0.091170,0.045155,0.049073,0.044570,-0.016540,-0.031249,0.040887,-0.010659,0.015225,0.039579,-0.005190,-0.024052,-0.051499,0.012908
nationalism,game,-0.209866,0.037621,-0.046273,-0.115373,0.000649,0.044296,-0.073305,-0.014440,0.031439,-0.005055,-0.000848,-0.042007,0.027403,-0.068345,0.053089,-0.005340,-0.004071,-0.057994,-0.023210,0.044781,0.010564,0.016339,-0.021929,-0.053209,-0.072269,-0.027350,-0.006273,0.042565,-0.049080,-0.040561,-0.048980,0.001452,-0.025553,-0.028241,0.002258,0.014777,0.016607,0.009663,0.038992,-0.017655,0.028478,-0.001672,-0.029636,-0.020854,-0.031995,0.036573,0.013934,-0.012049,-0.073254,-0.010702,-0.026592,0.011268,-0.030433,-0.042882,0.059554,0.000569,0.018176,-0.022411,0.016353,-0.024256,-0.038163,-0.044920,-0.036318,0.040729,-0.035939,0.060004,0.051894,-0.044004,-0.013690,0.010093,-0.015919,0.045338,0.002292,0.008799,-0.015217,-0.002167,0.026069,0.008739,-0.006215,-0.026094,-0.013909,-0.036726,-0.032654,-0.020596,0.029382,0.002371,-0.056494,0.009403,0.025234,0.006404,-0.002723,-0.028694,0.015183,0.016824,-0.070192,0.013460,-0.011217,0.006559,-0.036229,-0.039519
fusion,game,-0.168525,-0.066145,-0.124081,-0.155472,0.025209,-0.064801,-0.039084,0.149363,0.070035,0.119478,-0.044354,0.058924,0.119872,0.018884,0.009845,0.040039,0.050416,0.064918,-0.036933,0.001731,-0.034057,0.016966,0.021098,0.014013,-0.058260,0.029850,0.077525,0.018509,0.055729,-0.098534,-0.090184,-0.030270,0.078680,-0.091784,-0.031802,-0.000074,0.084714,0.085420,0.025042,-0.091989,0.066162,0.148490,-0.011471,-0.107205,0.037660,0.044796,0.000854,-0.125940,-0.076209,-0.083927,-0.010538,-0.011281,0.125481,-0.039571,0.004356,0.125359,-0.075886,0.081119,-0.063809,0.195167,0.074905,-0.050216,0.081602,0.088821,-0.060588,-0.121723,-0.006529,0.087723,-0.067776,-0.090833,0.141981,0.136793,-0.085386,-0.107992,-0.000759,-0.072078,0.094336,0.110296,-0.133369,0.081630,-0.066901,-0.059810,0.069936,-0.080246,-0.096952,-0.023329,0.097251,0.041070,0.018030,0.003229,0.041005,0.007058,0.040985,-0.070718,-0.095678,0.093080,-0.073320,0.045744,0.074481,-0.023075
sammanslagning,game,-0.263845,0.006854,0.071666,-0.000040,-0.001591,0.098538,-0.044080,0.006721,-0.002347,0.057753,-0.026625,0.013718,0.016644,0.032382,-0.043590,0.019062,0.050840,0.015577,0.004946,-0.014987,-0.000012,-0.008869,0.002966,-0.008456,-0.058954,-0.002008,0.021139,-0.050835,0.014168,-0.044140,0.016074,-0.007479,0.008584,-0.033396,0.007551,0.021158,0.032332,0.013232,0.020574,-0.007213,0.020352,0.009048,0.008148,0.017086,-0.010312,0.012517,0.019837,-0.021596,-0.044525,-0.010835,-0.013358,0.026385,0.027153,-0.051721,0.002097,0.018302,-0.008795,0.022839,0.003931,0.041077,0.031149,-0.001166,0.024866,0.023296,-0.018660,-0.040557,0.008229,0.017811,0.013703,-0.058605,0.012719,0.072490,-0.002437,-0.035836,-0.011797,-0.004671,0.025814,0.065589,-0.024184,0.035334,-0.013191,-0.006734,0.004811,-0.058423,-0.017135,-0.014457,0.046344,0.008984,0.002190,-0.012940,0.004943,-0.016219,-0.002829,-0.003419,-0.015560,0.036955,0.014311,-0.003127,0.015393,0.019536
imperialism,game,-0.210147,0.054277,-0.058882,-0.110745,-0.005338,0.066823,-0.070224,0.024512,-0.010233,0.011566,-0.015479,-0.014278,0.041412,-0.100050,0.015877,0.037580,-0.054102,-0.030158,-0.038359,0.024013,-0.033919,-0.009974,-0.042463,-0.001828,-0.095577,-0.004914,0.001341,-0.003674,-0.034125,-0.051187,0.022838,0.034579,-0.005802,0.015912,0.023772,-0.017625,0.013776,-0.011582,0.036658,-0.046533,0.019577,-0.002193,-0.043170,-0.036520,-0.040881,0.038257,0.042975,-0.032672,-0.011239,-0.060788,-0.048558,-0.000393,-0.012621,-0.013578,0.036026,0.017080,0.016675,-0.026909,0.025351,0.000863,-0.018955,-0.036547,0.007097,0.010407,0.007978,0.004973,-0.000613,-0.047948,0.049902,0.039445,0.023131,0.021377,-0.031666,0.074877,0.004071,0.021300,0.017132,-0.016051,0.068468,-0.009182,-0.017573,-0.026924,0.003837,0.016539,0.026889,0.074985,-0.031519,0.048426,0.010327,0.000307,0.040953,0.013927,0.016510,0.007988,-0.042440,0.001378,0.023133,0.055383,-0.071490,-0.037856
